timestamp,model,persona_id,variable,question_short,run,answer,prompt_tokens,completion_tokens,total_tokens,error,raw_response
2026-04-22T17:24:01.997444+00:00,mistralai/mistral-nemo,24,confinan,I am going to name some institutions in this count...,1,1.0,210,2,212,,1
2026-04-22T17:24:02.027730+00:00,mistralai/mistral-nemo,24,conmedic,I am going to name some institutions in this count...,1,2.0,198,1,199,,2
2026-04-22T17:24:02.155530+00:00,mistralai/mistral-nemo,24,conarmy,I am going to name some institutions in this count...,1,1.0,198,1,199,,1
2026-04-22T17:24:02.242133+00:00,mistralai/mistral-nemo,24,trust,"Generally speaking, would you say that most people...",1,2.0,176,1,177,,2
2026-04-22T17:24:02.574547+00:00,mistralai/mistral-nemo,24,richwork,If you were to get enough money to live as comfort...,1,1.0,177,1,178,,1
2026-04-22T17:24:02.596665+00:00,mistralai/mistral-nemo,24,helpful,Would you say that most of the time people try to ...,1,3.0,177,1,178,,3
2026-04-22T17:24:02.596697+00:00,mistralai/mistral-nemo,24,fair,Do you think most people would try to take advanta...,1,3.0,180,1,181,,3
2026-04-22T17:24:02.750537+00:00,mistralai/mistral-nemo,24,satjob,"On the whole, how satisfied are you with the work ...",1,1.0,192,1,193,,1
2026-04-22T17:24:02.755695+00:00,mistralai/mistral-nemo,24,getahead,Some people say that people get ahead by their own...,1,1.0,190,1,191,,1
2026-04-22T17:24:02.767912+00:00,mistralai/mistral-nemo,24,satfin,We are interested in how people are getting along ...,1,1.0,202,1,203,,1
2026-04-22T17:24:02.852119+00:00,mistralai/mistral-nemo,31,abhlth,Please tell me whether or not you think it should ...,1,1.0,157,1,158,,1
2026-04-22T17:24:03.023927+00:00,mistralai/mistral-nemo,31,abpoor,Please tell me whether or not you think it should ...,1,2.0,157,2,159,,2
2026-04-22T17:24:03.141108+00:00,mistralai/mistral-nemo,31,cappun,Do you favor or oppose the death penalty for perso...,1,1.0,139,1,140,,1
2026-04-22T17:24:03.147260+00:00,mistralai/mistral-nemo,31,abrape,Please tell me whether or not you think it should ...,1,1.0,154,1,155,,1
2026-04-22T17:24:03.217971+00:00,mistralai/mistral-nemo,31,homosex,What is your opinion about sexual relations betwee...,1,3.0,176,1,177,,3
2026-04-22T17:24:03.217987+00:00,mistralai/mistral-nemo,31,gunlaw,Would you favor or oppose a law which would requir...,1,2.0,151,1,152,,2
2026-04-22T17:24:03.305544+00:00,mistralai/mistral-nemo,31,abdefect,Please tell me whether or not you think it should ...,1,2.0,157,1,158,,2
2026-04-22T17:24:03.323765+00:00,mistralai/mistral-nemo,31,xmarsex,What is your opinion about a married person having...,1,2.0,177,1,178,,2
2026-04-22T17:24:03.454789+00:00,mistralai/mistral-nemo,31,grass,Do you think the use of marijuana should be made l...,1,2.0,142,1,143,,2
2026-04-22T17:24:03.555777+00:00,mistralai/mistral-nemo,31,fefam,Please read the following statement and indicate w...,1,3.0,186,1,187,,3
2026-04-22T17:24:03.585865+00:00,mistralai/mistral-nemo,31,fechld,To what extent do you you agree or disagree that: ...,1,3.0,173,1,174,,3
2026-04-22T17:24:03.626348+00:00,mistralai/mistral-nemo,24,finalter,"During the last few years, has your financial situ...",1,2.0,182,2,184,,2
2026-04-22T17:24:03.644353+00:00,mistralai/mistral-nemo,31,fepresch,Please read the following statement and indicate w...,1,2.0,172,1,173,,2
2026-04-22T17:24:03.707711+00:00,mistralai/mistral-nemo,31,affrmact,Some people say that because of past discriminatio...,1,3.0,198,1,199,,3
2026-04-22T17:24:03.892678+00:00,mistralai/mistral-nemo,31,premarsx,If a man and woman have sexual relations before ma...,1,1.0,181,2,183,,1
2026-04-22T17:24:03.944508+00:00,mistralai/mistral-nemo,31,pornlaw,Which of these statements comes closest to your fe...,1,2.0,241,2,243,,2
2026-04-22T17:24:04.073026+00:00,mistralai/mistral-nemo,31,eqwlth,Some people think that the government in Washingto...,1,5.0,292,1,293,,5
2026-04-22T17:24:04.146467+00:00,mistralai/mistral-nemo,31,immcrime,There are different opinions about immigrants from...,1,3.0,195,1,196,,3
2026-04-22T17:24:04.161909+00:00,mistralai/mistral-nemo,31,spkath,There are always some people whose ideas are consi...,1,1.0,189,1,190,,1
2026-04-22T17:24:04.164424+00:00,mistralai/mistral-nemo,31,immameco,There are different opinions about immigrants from...,1,3.0,197,1,198,,3
2026-04-22T17:24:04.338378+00:00,mistralai/mistral-nemo,31,immjobs,There are different opinions about immigrants from...,1,1.0,209,2,211,,1
2026-04-22T17:24:04.341402+00:00,mistralai/mistral-nemo,31,spkrac,Consider a person who believes that Black people a...,1,2.0,169,1,170,,2
2026-04-22T17:24:04.379361+00:00,mistralai/mistral-nemo,31,colath,There are always some people whose ideas are consi...,1,2.0,173,1,174,,2
2026-04-22T17:24:04.444831+00:00,mistralai/mistral-nemo,31,colrac,Consider a person who believes that Black people a...,1,2.0,157,1,158,,2
2026-04-22T17:24:04.620457+00:00,mistralai/mistral-nemo,31,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,170,1,171,,2
2026-04-22T17:24:04.839029+00:00,mistralai/mistral-nemo,31,god,Tell me which statement comes closest to expressin...,1,5.0,327,1,328,,5
2026-04-22T17:24:04.903627+00:00,mistralai/mistral-nemo,31,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,160,1,161,,2
2026-04-22T17:24:04.912221+00:00,mistralai/mistral-nemo,31,conpress,I am going to name some institutions in this count...,1,2.0,181,1,182,,2
2026-04-22T17:24:04.947036+00:00,mistralai/mistral-nemo,31,confed,I am going to name some institutions in this count...,1,2.0,185,1,186,,2
2026-04-22T17:24:04.969124+00:00,mistralai/mistral-nemo,31,consci,I am going to name some institutions in this count...,1,3.0,182,1,183,,3
2026-04-22T17:24:05.070124+00:00,mistralai/mistral-nemo,31,bible,Which of these statements comes closest to describ...,1,2.0,279,2,281,,2
2026-04-22T17:24:05.140585+00:00,mistralai/mistral-nemo,31,nataid,"We are faced with many problems in this country, n...",1,3.0,214,1,215,,3
2026-04-22T17:24:05.204798+00:00,mistralai/mistral-nemo,31,natspac,"We are faced with many problems in this country, n...",1,2.0,216,1,217,,2
2026-04-22T17:24:05.377998+00:00,mistralai/mistral-nemo,31,natheal,"We are faced with many problems in this country, n...",1,2.0,218,2,220,,2
2026-04-22T17:24:05.398519+00:00,mistralai/mistral-nemo,31,natroad,"We are faced with many problems in this country, n...",1,2.0,214,2,216,,2
2026-04-22T17:24:05.493342+00:00,mistralai/mistral-nemo,31,natsci,"We are faced with many problems in this country, n...",1,1.0,215,1,216,,1
2026-04-22T17:24:05.545075+00:00,mistralai/mistral-nemo,31,coneduc,I am going to name some institutions in this count...,1,2.0,180,1,181,,2
2026-04-22T17:24:05.661068+00:00,mistralai/mistral-nemo,31,natenvir,"We are faced with many problems in this country, n...",1,3.0,218,1,219,,3
2026-04-22T17:24:05.664319+00:00,mistralai/mistral-nemo,31,nateduc,"We are faced with many problems in this country, n...",1,1.0,219,1,220,,1
2026-04-22T17:24:05.822146+00:00,mistralai/mistral-nemo,31,natsoc,"We are faced with many problems in this country, n...",1,2.0,223,2,225,,2
2026-04-22T17:24:06.285870+00:00,mistralai/mistral-nemo,31,conbus,I am going to name some institutions in this count...,1,2.0,181,1,182,,2
2026-04-22T17:24:06.320482+00:00,mistralai/mistral-nemo,31,confinan,I am going to name some institutions in this count...,1,3.0,183,1,184,,3
2026-04-22T17:24:06.323809+00:00,mistralai/mistral-nemo,31,conlegis,I am going to name some institutions in this count...,1,3.0,180,1,181,,3
2026-04-22T17:24:06.398768+00:00,mistralai/mistral-nemo,31,fair,Do you think most people would try to take advanta...,1,2.0,162,1,163,,2
2026-04-22T17:24:06.439452+00:00,mistralai/mistral-nemo,31,trust,"Generally speaking, would you say that most people...",1,2.0,158,1,159,,2
2026-04-22T17:24:06.491389+00:00,mistralai/mistral-nemo,31,conarmy,I am going to name some institutions in this count...,1,1.0,189,2,191,,1
2026-04-22T17:24:06.492679+00:00,mistralai/mistral-nemo,31,conmedic,I am going to name some institutions in this count...,1,1.0,180,1,181,,1
2026-04-22T17:24:06.523812+00:00,mistralai/mistral-nemo,31,helpful,Would you say that most of the time people try to ...,1,1.0,159,1,160,,1
2026-04-22T17:24:07.047285+00:00,mistralai/mistral-nemo,31,satfin,We are interested in how people are getting along ...,1,3.0,184,1,185,,3
