cleartimestamp,model,chain_model,prompt_mode,persona_id,variable,question_short,run,answer,prompt_tokens,completion_tokens,total_tokens,error,raw_response
2026-04-27T16:52:23.775250+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1008,finalter,"During the last few years, has your financial situ...",1,1,746,1,747,,1
2026-04-27T16:52:23.776719+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1008,getahead,Some people say that people get ahead by their own...,1,1,761,2,763,,1
2026-04-27T16:52:23.779418+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1008,satfin,We are interested in how people are getting along ...,1,1,773,2,775,,1
2026-04-27T16:52:23.786430+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1008,satjob,"On the whole, how satisfied are you with the work ...",1,3,763,2,765,,3
2026-04-27T16:52:23.799513+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,abhlth,Please tell me whether or not you think it should ...,1,1,588,2,590,,1
2026-04-27T16:52:23.950732+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1008,richwork,If you were to get enough money to live as comfort...,1,1,750,1,751,,1
2026-04-27T16:52:24.055257+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1008,helpful,Would you say that most of the time people try to ...,1,3,748,2,750,,3
2026-04-27T16:52:24.093953+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,abdefect,Please tell me whether or not you think it should ...,1,2,590,1,591,,2
2026-04-27T16:52:24.110365+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,abpoor,Please tell me whether or not you think it should ...,1,2,592,1,593,,2
2026-04-27T16:52:24.144604+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,abrape,Please tell me whether or not you think it should ...,1,1,587,1,588,,1
2026-04-27T16:52:24.268630+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1008,fair,Do you think most people would try to take advanta...,1,2,751,2,753,,2
2026-04-27T16:52:24.320131+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,gunlaw,Would you favor or oppose a law which would requir...,1,2,582,2,584,,2
2026-04-27T16:52:24.382447+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,cappun,Do you favor or oppose the death penalty for perso...,1,2,570,2,572,,2
2026-04-27T16:52:24.594853+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,pornlaw,Which of these statements comes closest to your fe...,1,2,665,1,666,,2
2026-04-27T16:52:24.594872+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,homosex,What is your opinion about sexual relations betwee...,1,1,607,2,609,,1
2026-04-27T16:52:24.699740+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,grass,Do you think the use of marijuana should be made l...,1,1,575,1,576,,1
2026-04-27T16:52:24.711455+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,fechld,To what extent do you you agree or disagree that: ...,1,3,604,2,606,,3
2026-04-27T16:52:24.777389+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,premarsx,If a man and woman have sexual relations before ma...,1,1,603,2,605,,1
2026-04-27T16:52:24.797697+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,fepresch,Please read the following statement and indicate w...,1,2,603,2,605,,2
2026-04-27T16:52:24.914835+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,fefam,Please read the following statement and indicate w...,1,3,619,1,620,,3
2026-04-27T16:52:24.950619+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,xmarsex,What is your opinion about a married person having...,1,1,610,1,611,,1
2026-04-27T16:52:25.106342+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,eqwlth,Some people think that the government in Washingto...,1,4,723,2,725,,4
2026-04-27T16:52:25.134531+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,immcrime,There are different opinions about immigrants from...,1,2,626,2,628,,2
2026-04-27T16:52:25.143454+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,affrmact,Some people say that because of past discriminatio...,1,3,629,2,631,,3
2026-04-27T16:52:25.219168+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,immjobs,There are different opinions about immigrants from...,1,2,633,1,634,,2
2026-04-27T16:52:25.251750+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,immameco,There are different opinions about immigrants from...,1,2,630,1,631,,2
2026-04-27T16:52:25.310935+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,spkath,There are always some people whose ideas are consi...,1,1,622,1,623,,1
2026-04-27T16:52:25.650168+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,1,591,2,593,,1
2026-04-27T16:52:25.653227+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,colath,There are always some people whose ideas are consi...,1,2,615,2,617,,2
2026-04-27T16:52:25.655180+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,god,Tell me which statement comes closest to expressin...,1,4,758,2,760,,4
2026-04-27T16:52:25.656633+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,spkrac,Consider a person who believes that Black people a...,1,2,602,1,603,,2
2026-04-27T16:52:25.686118+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,colrac,Consider a person who believes that Black people a...,1,2,590,1,591,,2
2026-04-27T16:52:25.718440+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,confed,I am going to name some institutions in this count...,1,2,616,2,618,,2
2026-04-27T16:52:25.763109+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,2,612,2,614,,2
2026-04-27T16:52:25.784435+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,bible,Which of these statements comes closest to describ...,1,2,703,1,704,,2
2026-04-27T16:52:26.357619+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,consci,I am going to name some institutions in this count...,1,2,613,2,615,,2
2026-04-27T16:52:26.401494+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,nateduc,"We are faced with many problems in this country, n...",1,1,650,2,652,,1
2026-04-27T16:52:26.410648+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,natsci,"We are faced with many problems in this country, n...",1,1,646,2,648,,1
2026-04-27T16:52:26.547280+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,natenvir,"We are faced with many problems in this country, n...",1,1,660,2,662,,1
2026-04-27T16:52:26.575057+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,nataid,"We are faced with many problems in this country, n...",1,1,647,1,648,,1
2026-04-27T16:52:26.678995+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,conpress,I am going to name some institutions in this count...,1,2,614,1,615,,2
2026-04-27T16:52:26.680541+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,natspac,"We are faced with many problems in this country, n...",1,2,649,1,650,,2
2026-04-27T16:52:26.682168+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,natheal,"We are faced with many problems in this country, n...",1,2,662,2,664,,2
2026-04-27T16:52:26.851032+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,natroad,"We are faced with many problems in this country, n...",1,1,647,2,649,,1
2026-04-27T16:52:26.900449+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,natsoc,"We are faced with many problems in this country, n...",1,2,647,1,648,,2
2026-04-27T16:52:26.920072+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,coneduc,I am going to name some institutions in this count...,1,2,613,1,614,,2
2026-04-27T16:52:27.209454+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,conarmy,I am going to name some institutions in this count...,1,2,611,2,613,,2
2026-04-27T16:52:27.209569+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,conmedic,I am going to name some institutions in this count...,1,2,613,1,614,,2
2026-04-27T16:52:27.209575+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,confinan,I am going to name some institutions in this count...,1,2,616,1,617,,2
2026-04-27T16:52:27.210575+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,conlegis,I am going to name some institutions in this count...,1,2,613,1,614,,2
2026-04-27T16:52:27.412764+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,helpful,Would you say that most of the time people try to ...,1,1,590,2,592,,1
2026-04-27T16:52:27.564310+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,conbus,I am going to name some institutions in this count...,1,2,612,2,614,,2
2026-04-27T16:52:27.629141+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,trust,"Generally speaking, would you say that most people...",1,2,591,1,592,,2
2026-04-27T16:52:27.730555+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,satfin,We are interested in how people are getting along ...,1,2,617,1,618,,2
2026-04-27T16:52:27.737097+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,finalter,"During the last few years, has your financial situ...",1,2,586,2,588,,2
2026-04-27T16:52:27.741099+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,getahead,Some people say that people get ahead by their own...,1,2.0,603,2,605,,2
2026-04-27T16:52:27.741110+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,richwork,If you were to get enough money to live as comfort...,1,1.0,590,2,592,,1
2026-04-27T16:52:27.870404+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,satjob,"On the whole, how satisfied are you with the work ...",1,2.0,607,1,608,,2
2026-04-27T16:52:28.027723+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,abhlth,Please tell me whether or not you think it should ...,1,1.0,684,2,686,,1
2026-04-27T16:52:28.027742+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,cappun,Do you favor or oppose the death penalty for perso...,1,1.0,668,1,669,,1
2026-04-27T16:52:28.281450+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1017,fair,Do you think most people would try to take advanta...,1,2.0,604,2,606,,2
2026-04-27T16:52:28.284840+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,abdefect,Please tell me whether or not you think it should ...,1,1.0,684,2,686,,1
2026-04-27T16:52:28.286310+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,abrape,Please tell me whether or not you think it should ...,1,1.0,681,2,683,,1
2026-04-27T16:52:28.290102+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,abpoor,Please tell me whether or not you think it should ...,1,1.0,688,1,689,,1
2026-04-27T16:52:28.477196+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,gunlaw,Would you favor or oppose a law which would requir...,1,1.0,680,1,681,,1
2026-04-27T16:52:28.478447+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,premarsx,If a man and woman have sexual relations before ma...,1,3.0,699,2,701,,3
2026-04-27T16:52:28.799093+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,pornlaw,Which of these statements comes closest to your fe...,1,2.0,759,2,761,,2
2026-04-27T16:52:28.803248+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,fefam,Please read the following statement and indicate w...,1,4.0,713,2,715,,4
2026-04-27T16:52:28.828430+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,fechld,To what extent do you you agree or disagree that: ...,1,2.0,700,2,702,,2
2026-04-27T16:52:28.866016+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,grass,Do you think the use of marijuana should be made l...,1,2.0,671,1,672,,2
2026-04-27T16:52:28.871178+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,fepresch,Please read the following statement and indicate w...,1,2.0,699,2,701,,2
2026-04-27T16:52:28.925197+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,affrmact,Some people say that because of past discriminatio...,1,,725,2,727,Out-of-range answer: 0,0
2026-04-27T16:52:29.196918+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,immameco,There are different opinions about immigrants from...,1,2.0,726,1,727,,2
2026-04-27T16:52:29.299115+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,eqwlth,Some people think that the government in Washingto...,1,4.0,819,2,821,,4
2026-04-27T16:52:29.318522+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,spkath,There are always some people whose ideas are consi...,1,1.0,716,2,718,,1
2026-04-27T16:52:29.429647+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,colath,There are always some people whose ideas are consi...,1,2.0,700,2,702,,2
2026-04-27T16:52:29.544543+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,homosex,What is your opinion about sexual relations betwee...,1,4.0,714,2,716,,4
2026-04-27T16:52:29.548574+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,xmarsex,What is your opinion about a married person having...,1,1.0,715,2,717,,1
2026-04-27T16:52:29.627717+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,immcrime,There are different opinions about immigrants from...,1,2.0,724,1,725,,2
2026-04-27T16:52:29.836788+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,immjobs,There are different opinions about immigrants from...,1,4.0,727,2,729,,4
2026-04-27T16:52:29.938894+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,689,1,690,,2
2026-04-27T16:52:29.946974+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,colrac,Consider a person who believes that Black people a...,1,2.0,686,1,687,,2
2026-04-27T16:52:30.009427+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,bible,Which of these statements comes closest to describ...,1,2.0,797,2,799,,2
2026-04-27T16:52:30.099620+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,god,Tell me which statement comes closest to expressin...,1,3.0,854,2,856,,3
2026-04-27T16:52:30.375648+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,nataid,"We are faced with many problems in this country, n...",1,2.0,741,2,743,,2
2026-04-27T16:52:30.391133+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,conpress,I am going to name some institutions in this count...,1,2.0,710,1,711,,2
2026-04-27T16:52:30.412707+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,spkrac,Consider a person who believes that Black people a...,1,2.0,698,1,699,,2
2026-04-27T16:52:30.414533+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,699,1,700,,2
2026-04-27T16:52:30.578606+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,consci,I am going to name some institutions in this count...,1,3.0,711,1,712,,3
2026-04-27T16:52:30.601367+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,confed,I am going to name some institutions in this count...,1,2.0,712,2,714,,2
2026-04-27T16:52:30.606170+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,natsci,"We are faced with many problems in this country, n...",1,2.0,742,2,744,,2
2026-04-27T16:52:30.625722+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,natspac,"We are faced with many problems in this country, n...",1,1.0,745,1,746,,1
2026-04-27T16:52:30.721611+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,natenvir,"We are faced with many problems in this country, n...",1,1.0,747,1,748,,1
2026-04-27T16:52:30.917821+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,natroad,"We are faced with many problems in this country, n...",1,3.0,745,1,746,,3
2026-04-27T16:52:31.062971+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,natsoc,"We are faced with many problems in this country, n...",1,2.0,743,1,744,,2
2026-04-27T16:52:31.094263+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,coneduc,I am going to name some institutions in this count...,1,2.0,707,2,709,,2
2026-04-27T16:52:31.122555+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,confinan,I am going to name some institutions in this count...,1,3.0,710,2,712,,3
2026-04-27T16:52:31.278471+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,nateduc,"We are faced with many problems in this country, n...",1,1.0,746,2,748,,1
2026-04-27T16:52:31.280713+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,conbus,I am going to name some institutions in this count...,1,2.0,708,2,710,,2
2026-04-27T16:52:31.398257+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,trust,"Generally speaking, would you say that most people...",1,2.0,687,1,688,,2
2026-04-27T16:52:31.399667+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,conlegis,I am going to name some institutions in this count...,1,2.0,718,2,720,,2
2026-04-27T16:52:31.423065+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,conarmy,I am going to name some institutions in this count...,1,3.0,707,2,709,,3
2026-04-27T16:52:31.480746+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,conmedic,I am going to name some institutions in this count...,1,2.0,707,2,709,,2
2026-04-27T16:52:31.634314+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,fair,Do you think most people would try to take advanta...,1,2.0,689,2,691,,2
2026-04-27T16:52:31.826988+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,helpful,Would you say that most of the time people try to ...,1,3.0,686,2,688,,3
2026-04-27T16:52:31.939430+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,getahead,Some people say that people get ahead by their own...,1,1.0,701,1,702,,1
2026-04-27T16:52:31.942105+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,richwork,If you were to get enough money to live as comfort...,1,1.0,686,2,688,,1
2026-04-27T16:52:31.943877+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,natheal,"We are faced with many problems in this country, n...",1,2.0,747,2,749,,2
2026-04-27T16:52:31.981944+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,finalter,"During the last few years, has your financial situ...",1,2.0,684,1,685,,2
2026-04-27T16:52:32.084200+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,satfin,We are interested in how people are getting along ...,1,2.0,713,1,714,,2
2026-04-27T16:52:32.180214+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1038,abrape,Please tell me whether or not you think it should ...,1,1.0,644,1,645,,1
2026-04-27T16:52:32.521075+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1038,abpoor,Please tell me whether or not you think it should ...,1,1.0,647,2,649,,1
2026-04-27T16:52:32.537335+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1038,abdefect,Please tell me whether or not you think it should ...,1,2.0,645,2,647,,2
2026-04-27T16:52:32.551087+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1038,abhlth,Please tell me whether or not you think it should ...,1,1.0,656,2,658,,1
2026-04-27T16:52:32.562205+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1038,homosex,What is your opinion about sexual relations betwee...,1,2.0,664,2,666,,2
2026-04-27T16:52:32.591649+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1038,cappun,Do you favor or oppose the death penalty for perso...,1,2.0,629,1,630,,2
2026-04-27T16:52:32.628612+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1038,premarsx,If a man and woman have sexual relations before ma...,1,1.0,660,2,662,,1
2026-04-27T16:52:32.692101+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1022,satjob,"On the whole, how satisfied are you with the work ...",1,1.0,703,1,704,,1
