respondent_id,demo_age,demo_sex,demo_race,demo_educ,demo_income,demo_partyid,demo_polviews,demo_relig,demo_attend,moral_traditionalism_alpha,moral_traditionalism_beta,moral_traditionalism_mean,moral_traditionalism_concentration,economic_redistribution_alpha,economic_redistribution_beta,economic_redistribution_mean,economic_redistribution_concentration,racial_attitudes_alpha,racial_attitudes_beta,racial_attitudes_mean,racial_attitudes_concentration,institutional_trust_alpha,institutional_trust_beta,institutional_trust_mean,institutional_trust_concentration,outgroup_affect_alpha,outgroup_affect_beta,outgroup_affect_mean,outgroup_affect_concentration
2649,34.0,male,1.0,16.0,,3.0,4.0,4.0,0.0,1.8558,3.1442,0.3712,5.0,2.323,2.177,0.5162,4.5,2.0448,2.4552,0.4544,4.5,2.84,2.16,0.568,5.0,4.1741,3.0259,0.5797,7.2
1210,18.0,female,1.0,12.0,26.0,5.0,6.0,1.0,4.0,6.7235,2.2765,0.7471,9.0,1.2586,6.5748,0.1607,7.8333,2.0411,5.1256,0.2848,7.1667,2.164,1.836,0.541,4.0,2.7834,4.95,0.3599,7.7333
881,26.0,male,1.0,16.0,26.0,3.0,4.0,1.0,5.0,4.9246,3.8254,0.5628,8.75,1.719,2.781,0.382,4.5,2.0448,2.4552,0.4544,4.5,3.1612,1.8388,0.6322,5.0,4.0015,3.1985,0.5558,7.2
2208,89.0,male,3.0,12.0,19.0,3.0,,1.0,0.0,2.5477,2.4523,0.5095,5.0,1.8979,2.6021,0.4218,4.5,2.48,2.02,0.5511,4.5,2.79,2.21,0.558,5.0,3.3024,3.0976,0.516,6.4
409,30.0,male,1.0,17.0,24.0,2.0,2.0,4.0,2.0,2.1727,6.8273,0.2414,9.0,4.4243,3.4091,0.5648,7.8333,4.1815,2.9852,0.5835,7.1667,2.5841,1.9159,0.5742,4.5,6.2442,2.4891,0.715,8.7333
590,45.0,female,1.0,14.0,10.0,6.0,6.0,1.0,7.0,9.2433,1.7567,0.8403,11.0,2.6385,6.8615,0.2777,9.5,2.1783,6.3217,0.2563,8.5,1.6389,1.8611,0.4682,3.5,2.8627,5.9373,0.3253,8.8
25,58.0,male,3.0,14.0,25.0,1.0,4.0,2.0,5.0,4.2607,4.7393,0.4734,9.0,3.878,3.9553,0.4951,7.8333,4.3592,2.8074,0.6083,7.1667,2.203,1.797,0.5507,4.0,4.9476,3.1858,0.6083,8.1333
2579,,,1.0,,,,,,,1.25,1.25,0.5,2.5,1.25,1.25,0.5,2.5,1.575,2.925,0.35,4.5,1.25,1.25,0.5,2.5,1.25,1.25,0.5,2.5
2156,65.0,male,3.0,14.0,25.0,0.0,2.0,2.0,2.0,2.9916,8.0084,0.272,11.0,6.2231,3.2769,0.6551,9.5,6.2469,2.2531,0.7349,8.5,1.7395,1.7605,0.497,3.5,6.4678,2.3322,0.735,8.8
2290,81.0,male,1.0,10.0,15.0,3.0,4.0,4.0,0.0,1.9297,3.0703,0.3859,5.0,2.1798,2.3202,0.4844,4.5,1.98,2.52,0.44,4.5,2.6725,2.3275,0.5345,5.0,3.0888,2.9112,0.5148,6.0
2559,72.0,male,1.0,12.0,19.0,2.0,5.0,1.0,3.0,4.0838,3.1662,0.5633,7.25,2.7553,3.4114,0.4468,6.1667,2.5169,3.3164,0.4315,5.8333,2.4379,2.0621,0.5417,4.5,3.5205,3.5461,0.4982,7.0667
1468,39.0,male,1.0,14.0,26.0,1.0,3.0,4.0,0.0,2.084,6.916,0.2316,9.0,4.2143,3.619,0.538,7.8333,4.0344,3.1323,0.5629,7.1667,2.094,1.906,0.5235,4.0,5.5077,2.6257,0.6772,8.1333
1830,62.0,female,1.0,10.0,22.0,5.0,4.0,2.0,0.0,5.108,3.892,0.5676,9.0,2.3886,5.4447,0.3049,7.8333,2.6756,4.4911,0.3733,7.1667,1.97,2.03,0.4925,4.0,3.1939,4.1394,0.4355,7.3333
313,35.0,female,3.0,12.0,16.0,2.0,5.0,4.0,7.0,5.0687,5.1813,0.4945,10.25,2.9477,3.219,0.478,6.1667,3.0536,2.7798,0.5235,5.8333,2.4964,2.0036,0.5547,4.5,3.6788,3.3879,0.5206,7.0667
2163,21.0,female,1.0,15.0,17.0,1.0,3.0,1.0,8.0,5.1166,5.8834,0.4651,11.0,4.9632,2.8701,0.6336,7.8333,4.0516,3.1151,0.5653,7.1667,2.165,1.835,0.5413,4.0,5.4111,2.9222,0.6493,8.3333
1504,26.0,female,1.0,12.0,2.0,3.0,4.0,4.0,,2.1046,2.8954,0.4209,5.0,2.8062,1.6938,0.6236,4.5,2.0016,2.4984,0.4448,4.5,2.5875,2.4125,0.5175,5.0,3.3096,3.0904,0.5171,6.4
1818,72.0,female,2.0,16.0,16.0,0.0,2.0,1.0,2.0,3.174,7.826,0.2885,11.0,7.1503,2.3497,0.7527,9.5,11.2824,2.2176,0.8357,13.5,1.6398,1.8602,0.4685,3.5,6.7813,2.4187,0.7371,9.2
2499,53.0,male,,15.0,19.0,3.0,,,8.0,7.6026,3.3974,0.6911,11.0,1.9376,2.5624,0.4306,4.5,2.4187,2.0813,0.5375,4.5,3.0962,1.9038,0.6192,5.0,4.0239,2.9761,0.5748,7.0
2054,55.0,female,1.0,16.0,19.0,6.0,6.0,1.0,6.0,9.1003,1.8997,0.8273,11.0,1.7873,7.7127,0.1881,9.5,2.2191,6.2809,0.2611,8.5,1.7693,1.7307,0.5055,3.5,3.257,5.943,0.354,9.2
1786,73.0,male,,19.0,,3.0,6.0,1.0,6.0,6.708,2.792,0.7061,9.5,2.9781,4.8553,0.3802,7.8333,2.7265,4.4401,0.3804,7.1667,3.165,1.835,0.633,5.0,4.3567,4.7767,0.477,9.1333
1801,28.0,male,2.0,12.0,21.0,2.0,,2.0,2.0,3.0981,3.9019,0.4426,7.0,2.8959,3.2708,0.4696,6.1667,7.9164,2.917,0.7307,10.8333,2.4457,2.0543,0.5435,4.5,4.0462,3.0205,0.5726,7.0667
930,66.0,male,1.0,16.0,26.0,0.0,1.0,3.0,2.0,1.7402,9.2598,0.1582,11.0,6.669,2.831,0.702,9.5,5.9024,2.5976,0.6944,8.5,1.7797,1.7203,0.5085,3.5,7.5326,1.6674,0.8188,9.2
90,36.0,male,3.0,16.0,13.0,0.0,1.0,9.0,7.0,3.1538,7.8462,0.2867,11.0,7.9534,1.5466,0.8372,9.5,6.6844,1.8156,0.7864,8.5,1.7071,1.7929,0.4878,3.5,7.2511,1.9489,0.7882,9.2
1386,39.0,female,1.0,8.0,,3.0,4.0,2.0,5.0,4.845,3.905,0.5537,8.75,2.2257,2.2743,0.4946,4.5,1.9584,2.5416,0.4352,4.5,2.8483,2.1517,0.5697,5.0,2.6698,2.9302,0.4768,5.6
638,47.0,female,1.0,18.0,26.0,1.0,3.0,2.0,3.0,3.4264,5.5736,0.3807,9.0,4.277,3.5563,0.546,7.8333,4.1032,3.0635,0.5725,7.1667,2.229,1.771,0.5573,4.0,6.182,2.7513,0.692,8.9333
1277,48.0,female,1.0,18.0,26.0,2.0,4.0,4.0,0.0,2.328,4.672,0.3326,7.0,2.7092,3.4574,0.4393,6.1667,2.8731,2.9602,0.4925,5.8333,2.5808,1.9192,0.5735,4.5,5.2329,3.0338,0.633,8.2667
2800,19.0,male,2.0,12.0,7.0,3.0,4.0,4.0,1.0,2.2053,3.5447,0.3835,5.75,2.5722,1.9278,0.5716,4.5,6.0116,3.4884,0.6328,9.5,2.5812,2.4188,0.5162,5.0,3.348,3.052,0.5231,6.4
706,34.0,male,3.0,16.0,22.0,2.0,3.0,2.0,1.0,2.727,4.273,0.3896,7.0,3.27,2.8967,0.5303,6.1667,3.654,2.1793,0.6264,5.8333,2.5031,1.9969,0.5563,4.5,5.0029,2.8638,0.636,7.8667
172,55.0,male,3.0,16.0,16.0,3.0,4.0,1.0,7.0,6.1565,4.0935,0.6006,10.25,2.187,2.313,0.486,4.5,2.4588,2.0412,0.5464,4.5,3.0238,1.9762,0.6048,5.0,3.9151,3.2849,0.5438,7.2
855,24.0,male,2.0,12.0,18.0,2.0,4.0,2.0,2.0,3.2312,3.7688,0.4616,7.0,3.1483,3.0184,0.5105,6.1667,7.2164,3.6169,0.6661,10.8333,2.3918,2.1082,0.5315,4.5,3.8772,3.1895,0.5487,7.0667
897,30.0,female,3.0,13.0,21.0,4.0,7.0,2.0,7.0,8.7583,2.2417,0.7962,11.0,2.0393,7.4607,0.2147,9.5,3.1099,5.3901,0.3659,8.5,2.6033,1.8967,0.5785,4.5,3.0491,5.5509,0.3545,8.6
2149,45.0,male,3.0,14.0,26.0,3.0,4.0,2.0,5.0,4.8408,3.9092,0.5532,8.75,1.701,2.799,0.378,4.5,2.4372,2.0628,0.5416,4.5,3.1238,1.8762,0.6248,5.0,3.6913,3.1087,0.5428,6.8
1796,66.0,male,1.0,12.0,20.0,5.0,6.0,1.0,7.0,8.2512,1.9988,0.805,10.25,1.7474,6.086,0.2231,7.8333,2.0411,5.1256,0.2848,7.1667,2.143,1.857,0.5358,4.0,2.7277,5.0056,0.3527,7.7333
2568,74.0,female,1.0,18.0,19.0,6.0,6.0,1.0,7.0,9.3139,1.6861,0.8467,11.0,1.8253,7.6747,0.1921,9.5,2.2599,6.2401,0.2659,8.5,1.8174,1.6826,0.5192,3.5,3.5707,6.0293,0.3719,9.6
2155,68.0,male,3.0,17.0,26.0,6.0,7.0,1.0,1.0,8.9517,2.0483,0.8138,11.0,0.608,8.892,0.064,9.5,2.6248,5.8752,0.3088,8.5,1.771,1.729,0.506,3.5,3.0524,6.3476,0.3247,9.4
1274,20.0,female,3.0,8.0,2.0,5.0,5.0,2.0,3.0,5.9423,3.0577,0.6603,9.0,3.5689,4.2645,0.4556,7.8333,2.966,4.2006,0.4139,7.1667,1.695,2.305,0.4237,4.0,2.4055,4.5278,0.3469,6.9333
2680,68.0,female,1.0,16.0,14.0,6.0,6.0,1.0,7.0,9.3038,1.6962,0.8458,11.0,2.2813,7.2187,0.2401,9.5,2.2191,6.2809,0.2611,8.5,1.7211,1.7789,0.4918,3.5,3.2018,5.9982,0.348,9.2
499,55.0,female,3.0,14.0,21.0,,2.0,4.0,2.0,1.9904,7.0096,0.2212,9.0,4.3391,3.4943,0.5539,7.8333,4.7921,2.3746,0.6687,7.1667,1.88,1.62,0.5371,3.5,5.6036,2.5297,0.689,8.1333
74,32.0,male,3.0,16.0,22.0,0.0,2.0,7.0,7.0,3.2996,7.7004,0.3,11.0,6.5575,2.9425,0.6903,9.5,6.2877,2.2123,0.7397,8.5,1.8331,1.6669,0.5238,3.5,6.9947,2.2053,0.7603,9.2
248,48.0,male,1.0,10.0,5.0,3.0,4.0,4.0,2.0,2.6458,3.8542,0.407,6.5,2.6478,1.8522,0.5884,4.5,1.98,2.52,0.44,4.5,2.535,2.465,0.507,5.0,3.0168,2.9832,0.5028,6.0
2365,32.0,female,2.0,10.0,1.0,4.0,,4.0,5.0,4.2323,4.5177,0.4837,8.75,3.7786,2.3881,0.6127,6.1667,6.841,3.9923,0.6315,10.8333,2.1364,2.3636,0.4747,4.5,3.0062,3.6605,0.4509,6.6667
1480,82.0,female,1.0,12.0,18.0,5.0,6.0,1.0,8.0,9.0674,1.9326,0.8243,11.0,1.9103,5.923,0.2439,7.8333,2.0411,5.1256,0.2848,7.1667,2.136,1.864,0.534,4.0,2.7091,5.0242,0.3503,7.7333
478,68.0,male,1.0,20.0,23.0,1.0,1.0,4.0,0.0,1.3266,9.6734,0.1206,11.0,6.5347,2.9653,0.6879,9.5,5.7007,2.7993,0.6707,8.5,2.136,1.864,0.534,4.0,8.2067,1.7933,0.8207,10.0
1598,36.0,female,2.0,14.0,17.0,3.0,4.0,1.0,3.0,3.8875,3.3625,0.5362,7.25,2.1222,2.3778,0.4716,4.5,6.0572,3.4428,0.6376,9.5,2.8812,2.1188,0.5762,5.0,3.5839,3.2161,0.527,6.8
452,66.0,female,1.0,12.0,19.0,3.0,4.0,1.0,7.0,6.2012,4.0488,0.605,10.25,2.0106,2.4894,0.4468,4.5,2.0016,2.4984,0.4448,4.5,3.0088,1.9912,0.6018,5.0,3.2737,3.1263,0.5115,6.4
2255,34.0,male,1.0,14.0,20.0,6.0,5.0,4.0,0.0,6.1072,4.8928,0.5552,11.0,2.1571,7.3429,0.2271,9.5,2.5749,5.9251,0.3029,8.5,1.6258,1.8742,0.4645,3.5,3.6078,5.1922,0.41,8.8
1422,66.0,male,2.0,7.0,10.0,3.0,7.0,1.0,7.0,8.5992,2.4008,0.7817,11.0,3.5188,5.9812,0.3704,9.5,6.4908,7.0092,0.4808,13.5,2.735,2.265,0.547,5.0,2.3378,5.0622,0.3159,7.4
1189,55.0,female,1.0,19.0,23.0,3.0,4.0,2.0,3.0,3.8003,3.4497,0.5242,7.25,1.8864,2.6136,0.4192,4.5,2.0772,2.4228,0.4616,4.5,3.095,1.905,0.619,5.0,4.5555,3.2445,0.584,7.8
920,20.0,female,2.0,14.0,14.0,2.0,2.0,11.0,3.0,3.2828,5.7172,0.3648,9.0,5.1919,2.6414,0.6628,7.8333,9.2986,2.8681,0.7643,12.1667,2.3816,2.1184,0.5292,4.5,5.3119,2.8214,0.6531,8.1333
2045,29.0,male,1.0,12.0,13.0,0.0,7.0,1.0,1.0,6.1052,4.8948,0.555,11.0,4.8374,4.6626,0.5092,9.5,3.4408,5.0592,0.4048,8.5,1.5234,1.9766,0.4352,3.5,3.9003,4.4997,0.4643,8.4
1125,74.0,female,1.0,12.0,18.0,6.0,4.0,2.0,7.0,7.8843,3.1157,0.7168,11.0,2.8234,6.6766,0.2972,9.5,2.9308,5.5692,0.3448,8.5,1.7246,1.7754,0.4928,3.5,3.4887,4.9113,0.4153,8.4
243,37.0,female,3.0,12.0,21.0,3.0,2.0,10.0,6.0,4.3806,5.1194,0.4611,9.5,4.1726,3.6608,0.5327,7.8333,4.516,2.6507,0.6301,7.1667,3.0175,1.9825,0.6035,5.0,4.7193,3.014,0.6103,7.7333
319,27.0,female,3.0,15.0,15.0,2.0,2.0,2.0,2.0,3.1023,5.8977,0.3447,9.0,5.1261,2.7072,0.6544,7.8333,4.8064,2.3602,0.6707,7.1667,2.3884,2.1116,0.5307,4.5,5.5439,2.7894,0.6653,8.3333
3152,70.0,female,,15.0,23.0,2.0,4.0,4.0,2.0,2.5869,4.4131,0.3696,7.0,2.8646,3.302,0.4645,6.1667,3.3574,2.4759,0.5756,5.8333,2.5324,1.9676,0.5627,4.5,4.6194,3.0472,0.6025,7.6667
2988,43.0,male,3.0,14.0,19.0,3.0,4.0,2.0,3.0,3.7895,3.4605,0.5227,7.25,2.0286,2.4714,0.4508,4.5,2.4372,2.0628,0.5416,4.5,2.9212,2.0788,0.5842,5.0,3.6342,3.1658,0.5344,6.8
2268,50.0,female,1.0,17.0,26.0,6.0,6.0,2.0,7.0,9.0772,1.9228,0.8252,11.0,1.1147,8.3853,0.1173,9.5,2.2395,6.2605,0.2635,8.5,1.9022,1.5978,0.5435,3.5,3.538,5.862,0.3764,9.4
811,61.0,male,1.0,18.0,21.0,6.0,7.0,1.0,8.0,10.082,0.918,0.9165,11.0,1.121,8.379,0.118,9.5,1.8632,6.6368,0.2192,8.5,1.8673,1.6327,0.5335,3.5,3.1457,6.4543,0.3277,9.6
3186,45.0,female,2.0,14.0,22.0,0.0,4.0,11.0,5.0,4.7832,6.2168,0.4348,11.0,5.5062,3.9938,0.5796,9.5,9.9576,3.5424,0.7376,13.5,1.7631,1.7369,0.5038,3.5,5.5972,3.2028,0.636,8.8
