timestamp,model,chain_model,prompt_mode,persona_id,variable,question_short,run,answer,prompt_tokens,completion_tokens,total_tokens,error,raw_response
2026-04-27T13:53:23.717434+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,immjobs,There are different opinions about immigrants from...,1,2.0,719,1,720,,2
2026-04-27T13:53:23.763853+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,natspac,"We are faced with many problems in this country, n...",1,1.0,733,2,735,,1
2026-04-27T13:53:23.996520+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,confinan,I am going to name some institutions in this count...,1,2.0,702,1,703,,2
2026-04-27T13:53:24.782590+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,conlegis,I am going to name some institutions in this count...,1,3.0,697,2,699,,3
2026-04-27T13:53:24.898137+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,colrac,Consider a person who believes that Black people a...,1,2.0,674,2,676,,2
2026-04-27T13:53:24.943138+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,confed,I am going to name some institutions in this count...,1,2.0,702,2,704,,2
2026-04-27T13:53:24.958083+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,natheal,"We are faced with many problems in this country, n...",1,1.0,737,2,739,,1
2026-04-27T13:53:24.963260+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,natroad,"We are faced with many problems in this country, n...",1,1.0,733,2,735,,1
2026-04-27T13:53:24.994429+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,natsoc,"We are faced with many problems in this country, n...",1,1.0,731,2,733,,1
2026-04-27T13:53:25.034796+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,conarmy,I am going to name some institutions in this count...,1,2.0,697,2,699,,2
2026-04-27T13:53:25.113749+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,conbus,I am going to name some institutions in this count...,1,2.0,698,2,700,,2
2026-04-27T13:53:25.299115+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,satfin,We are interested in how people are getting along ...,1,1.0,703,1,704,,1
2026-04-27T13:53:25.314283+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,finalter,"During the last few years, has your financial situ...",1,1.0,672,2,674,,1
2026-04-27T13:53:25.324358+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,fair,Do you think most people would try to take advanta...,1,3.0,681,1,682,,3
2026-04-27T13:53:25.355008+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,getahead,Some people say that people get ahead by their own...,1,2.0,691,1,692,,2
2026-04-27T13:53:25.407617+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,trust,"Generally speaking, would you say that most people...",1,3.0,675,2,677,,3
2026-04-27T13:53:25.453117+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,helpful,Would you say that most of the time people try to ...,1,3.0,676,2,678,,3
2026-04-27T13:53:25.623380+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,richwork,If you were to get enough money to live as comfort...,1,1.0,676,2,678,,1
2026-04-27T13:53:25.790234+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,conmedic,I am going to name some institutions in this count...,1,2.0,699,1,700,,2
2026-04-27T13:53:25.878784+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,abrape,Please tell me whether or not you think it should ...,1,1.0,625,2,627,,1
2026-04-27T13:53:25.913138+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,abhlth,Please tell me whether or not you think it should ...,1,1.0,628,2,630,,1
2026-04-27T13:53:26.013552+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,gunlaw,Would you favor or oppose a law which would requir...,1,2.0,624,1,625,,2
2026-04-27T13:53:26.108666+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,abpoor,Please tell me whether or not you think it should ...,1,1.0,632,1,633,,1
2026-04-27T13:53:26.110862+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1008,satjob,"On the whole, how satisfied are you with the work ...",1,1.0,693,1,694,,1
2026-04-27T13:53:26.142430+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,cappun,Do you favor or oppose the death penalty for perso...,1,2.0,610,2,612,,2
2026-04-27T13:53:26.287765+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,homosex,What is your opinion about sexual relations betwee...,1,4.0,649,1,650,,4
2026-04-27T13:53:26.398541+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,fefam,Please read the following statement and indicate w...,1,4.0,659,1,660,,4
2026-04-27T13:53:26.412298+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,fechld,To what extent do you you agree or disagree that: ...,1,2.0,646,1,647,,2
2026-04-27T13:53:26.414938+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,abdefect,Please tell me whether or not you think it should ...,1,1.0,628,2,630,,1
2026-04-27T13:53:26.445067+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,premarsx,If a man and woman have sexual relations before ma...,1,2.0,645,1,646,,2
2026-04-27T13:53:26.515998+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,xmarsex,What is your opinion about a married person having...,1,3.0,650,1,651,,3
2026-04-27T13:53:26.540970+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,fepresch,Please read the following statement and indicate w...,1,1.0,645,1,646,,1
2026-04-27T13:53:26.558687+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,pornlaw,Which of these statements comes closest to your fe...,1,2.0,705,1,706,,2
2026-04-27T13:53:26.682478+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,grass,Do you think the use of marijuana should be made l...,1,1.0,613,2,615,,1
2026-04-27T13:53:26.807824+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,immcrime,There are different opinions about immigrants from...,1,2.0,668,1,669,,2
2026-04-27T13:53:26.854280+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,immjobs,There are different opinions about immigrants from...,1,3.0,673,1,674,,3
2026-04-27T13:53:26.856181+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,eqwlth,Some people think that the government in Washingto...,1,4.0,765,1,766,,4
2026-04-27T13:53:26.903364+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,spkrac,Consider a person who believes that Black people a...,1,2.0,642,1,643,,2
2026-04-27T13:53:26.982001+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,affrmact,Some people say that because of past discriminatio...,1,3.0,669,2,671,,3
2026-04-27T13:53:26.999984+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,immameco,There are different opinions about immigrants from...,1,2.0,668,2,670,,2
2026-04-27T13:53:27.028492+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,spkath,There are always some people whose ideas are consi...,1,1.0,660,2,662,,1
2026-04-27T13:53:27.200092+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,god,Tell me which statement comes closest to expressin...,1,5.0,800,1,801,,5
2026-04-27T13:53:27.317745+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,colrac,Consider a person who believes that Black people a...,1,2.0,630,1,631,,2
2026-04-27T13:53:27.324358+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,631,2,633,,2
2026-04-27T13:53:27.375475+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,bible,Which of these statements comes closest to describ...,1,2.0,743,1,744,,2
2026-04-27T13:53:27.412981+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,confed,I am going to name some institutions in this count...,1,2.0,658,1,659,,2
2026-04-27T13:53:27.476390+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,643,1,644,,2
2026-04-27T13:53:27.815480+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,conpress,I am going to name some institutions in this count...,1,2.0,652,2,654,,2
2026-04-27T13:53:27.821480+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,nataid,"We are faced with many problems in this country, n...",1,2.0,685,2,687,,2
2026-04-27T13:53:27.906612+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,natenvir,"We are faced with many problems in this country, n...",1,1.0,689,2,691,,1
2026-04-27T13:53:27.930361+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,colath,There are always some people whose ideas are consi...,1,1.0,646,1,647,,1
2026-04-27T13:53:27.965937+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,nateduc,"We are faced with many problems in this country, n...",1,1.0,690,2,692,,1
2026-04-27T13:53:28.082392+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,natroad,"We are faced with many problems in this country, n...",1,1.0,689,1,690,,1
2026-04-27T13:53:28.180730+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,consci,I am going to name some institutions in this count...,1,2.0,655,1,656,,2
2026-04-27T13:53:28.387278+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,natheal,"We are faced with many problems in this country, n...",1,1.0,691,2,693,,1
2026-04-27T13:53:28.426019+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,coneduc,I am going to name some institutions in this count...,1,2.0,651,2,653,,2
2026-04-27T13:53:28.447867+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,natsoc,"We are faced with many problems in this country, n...",1,1.0,685,2,687,,1
2026-04-27T13:53:28.482999+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,conbus,I am going to name some institutions in this count...,1,1.0,652,2,654,,1
2026-04-27T13:53:28.632212+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,confinan,I am going to name some institutions in this count...,1,2.0,654,2,656,,2
2026-04-27T13:53:28.651980+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,trust,"Generally speaking, would you say that most people...",1,3.0,631,1,632,,3
2026-04-27T13:53:28.758449+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,fair,Do you think most people would try to take advanta...,1,3.0,635,1,636,,3
2026-04-27T13:53:28.770743+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,natspac,"We are faced with many problems in this country, n...",1,2.0,689,1,690,,2
2026-04-27T13:53:28.875161+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,conarmy,I am going to name some institutions in this count...,1,2.0,651,2,653,,2
2026-04-27T13:53:28.945761+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,natsci,"We are faced with many problems in this country, n...",1,1.0,688,1,689,,1
2026-04-27T13:53:29.078340+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,satfin,We are interested in how people are getting along ...,1,3.0,657,1,658,,3
2026-04-27T13:53:29.092593+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,getahead,Some people say that people get ahead by their own...,1,1.0,645,1,646,,1
2026-04-27T13:53:29.178110+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,conlegis,I am going to name some institutions in this count...,1,2.0,651,2,653,,2
2026-04-27T13:53:29.224287+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,helpful,Would you say that most of the time people try to ...,1,3.0,630,2,632,,3
2026-04-27T13:53:29.356901+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,richwork,If you were to get enough money to live as comfort...,1,1.0,630,2,632,,1
2026-04-27T13:53:29.375876+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,satjob,"On the whole, how satisfied are you with the work ...",1,1.0,647,1,648,,1
2026-04-27T13:53:29.403522+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,conmedic,I am going to name some institutions in this count...,1,2.0,651,2,653,,2
2026-04-27T13:53:29.610436+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,abhlth,Please tell me whether or not you think it should ...,1,1.0,745,2,747,,1
2026-04-27T13:53:29.656470+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,abrape,Please tell me whether or not you think it should ...,1,1.0,742,2,744,,1
2026-04-27T13:53:29.748822+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,abpoor,Please tell me whether or not you think it should ...,1,1.0,747,2,749,,1
2026-04-27T13:53:29.824724+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,gunlaw,Would you favor or oppose a law which would requir...,1,1.0,739,2,741,,1
2026-04-27T13:53:30.033652+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,abdefect,Please tell me whether or not you think it should ...,1,1.0,747,1,748,,1
2026-04-27T13:53:30.061420+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,xmarsex,What is your opinion about a married person having...,1,3.0,767,1,768,,3
2026-04-27T13:53:30.115422+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,grass,Do you think the use of marijuana should be made l...,1,1.0,732,1,733,,1
2026-04-27T13:53:30.136903+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,premarsx,If a man and woman have sexual relations before ma...,1,3.0,762,1,763,,3
2026-04-27T13:53:30.144810+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1017,finalter,"During the last few years, has your financial situ...",1,3.0,628,1,629,,3
2026-04-27T13:53:30.257104+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,pornlaw,Which of these statements comes closest to your fe...,1,2.0,820,2,822,,2
2026-04-27T13:53:30.430297+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,eqwlth,Some people think that the government in Washingto...,1,4.0,882,1,883,,4
2026-04-27T13:53:30.505603+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,cappun,Do you favor or oppose the death penalty for perso...,1,1.0,729,1,730,,1
2026-04-27T13:53:30.506051+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,homosex,What is your opinion about sexual relations betwee...,1,,764,8,772,Non-numeric answer: Not wrong at all - 4,Not wrong at all - 4
2026-04-27T13:53:30.534581+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,fechld,To what extent do you you agree or disagree that: ...,1,2.0,761,2,763,,2
2026-04-27T13:53:30.575084+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,fefam,Please read the following statement and indicate w...,1,3.0,774,2,776,,3
2026-04-27T13:53:30.620321+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,affrmact,Some people say that because of past discriminatio...,1,3.0,786,2,788,,3
2026-04-27T13:53:30.748863+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,fepresch,Please read the following statement and indicate w...,1,3.0,762,1,763,,3
2026-04-27T13:53:30.772584+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,immjobs,There are different opinions about immigrants from...,1,2.0,788,2,790,,2
2026-04-27T13:53:30.775013+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,spkath,There are always some people whose ideas are consi...,1,1.0,779,1,780,,1
2026-04-27T13:53:30.803341+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,immameco,There are different opinions about immigrants from...,1,3.0,787,1,788,,3
2026-04-27T13:53:30.815875+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,colath,There are always some people whose ideas are consi...,1,1.0,763,1,764,,1
2026-04-27T13:53:30.848458+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,colrac,Consider a person who believes that Black people a...,1,2.0,747,1,748,,2
2026-04-27T13:53:30.910943+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,immcrime,There are different opinions about immigrants from...,1,3.0,785,1,786,,3
2026-04-27T13:53:31.092989+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,bible,Which of these statements comes closest to describ...,1,2.0,860,1,861,,2
2026-04-27T13:53:31.095976+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,750,1,751,,2
2026-04-27T13:53:31.103593+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,1.0,760,1,761,,1
2026-04-27T13:53:31.273328+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,consci,I am going to name some institutions in this count...,1,2.0,772,1,773,,2
2026-04-27T13:53:31.280030+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,god,Tell me which statement comes closest to expressin...,1,4.0,915,2,917,,4
2026-04-27T13:53:31.284636+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,confed,I am going to name some institutions in this count...,1,2.0,773,2,775,,2
2026-04-27T13:53:31.373503+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,natsci,"We are faced with many problems in this country, n...",1,1.0,805,1,806,,1
2026-04-27T13:53:31.382839+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,natspac,"We are faced with many problems in this country, n...",1,1.0,806,1,807,,1
2026-04-27T13:53:31.638678+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,natsoc,"We are faced with many problems in this country, n...",1,2.0,804,1,805,,2
2026-04-27T13:53:31.674728+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,nataid,"We are faced with many problems in this country, n...",1,1.0,802,2,804,,1
2026-04-27T13:53:31.772561+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,natenvir,"We are faced with many problems in this country, n...",1,1.0,806,2,808,,1
2026-04-27T13:53:31.801574+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,natheal,"We are faced with many problems in this country, n...",1,1.0,808,2,810,,1
2026-04-27T13:53:31.876543+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,conpress,I am going to name some institutions in this count...,1,2.0,771,1,772,,2
2026-04-27T13:53:31.896857+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,coneduc,I am going to name some institutions in this count...,1,2.0,770,1,771,,2
2026-04-27T13:53:32.051367+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,confinan,I am going to name some institutions in this count...,1,2.0,773,1,774,,2
2026-04-27T13:53:32.131714+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,spkrac,Consider a person who believes that Black people a...,1,2.0,757,2,759,,2
2026-04-27T13:53:32.182127+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,conbus,I am going to name some institutions in this count...,1,2.0,769,2,771,,2
2026-04-27T13:53:32.190998+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,nateduc,"We are faced with many problems in this country, n...",1,1.0,807,2,809,,1
2026-04-27T13:53:32.348298+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,conlegis,I am going to name some institutions in this count...,1,2.0,770,1,771,,2
2026-04-27T13:53:32.382292+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,conmedic,I am going to name some institutions in this count...,1,2.0,768,2,770,,2
2026-04-27T13:53:32.382313+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,conarmy,I am going to name some institutions in this count...,1,2.0,770,1,771,,2
2026-04-27T13:53:32.446142+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,natroad,"We are faced with many problems in this country, n...",1,2.0,806,1,807,,2
2026-04-27T13:53:32.656718+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,finalter,"During the last few years, has your financial situ...",1,3.0,745,1,746,,3
2026-04-27T13:53:32.659718+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,helpful,Would you say that most of the time people try to ...,1,1.0,747,2,749,,1
2026-04-27T13:53:32.666689+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,getahead,Some people say that people get ahead by their own...,1,2.0,762,1,763,,2
2026-04-27T13:53:32.670998+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,fair,Do you think most people would try to take advanta...,1,2.0,750,2,752,,2
2026-04-27T13:53:32.685938+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,satfin,We are interested in how people are getting along ...,1,2.0,772,2,774,,2
2026-04-27T13:53:32.929631+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,richwork,If you were to get enough money to live as comfort...,1,2.0,747,2,749,,2
2026-04-27T13:53:32.980703+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1038,abdefect,Please tell me whether or not you think it should ...,1,1.0,715,1,716,,1
2026-04-27T13:53:33.032737+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1038,gunlaw,Would you favor or oppose a law which would requir...,1,2.0,709,1,710,,2
2026-04-27T13:53:33.049626+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,trust,"Generally speaking, would you say that most people...",1,2.0,746,2,748,,2
2026-04-27T13:53:33.056367+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1022,satjob,"On the whole, how satisfied are you with the work ...",1,2.0,764,1,765,,2
2026-04-27T13:53:33.232501+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1038,abhlth,Please tell me whether or not you think it should ...,1,1.0,713,2,715,,1
2026-04-27T13:53:33.276984+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,2,1038,abpoor,Please tell me whether or not you think it should ...,1,1.0,715,2,717,,1
