timestamp,model,persona_id,variable,question_short,run,answer,prompt_tokens,completion_tokens,total_tokens,error,raw_response
2026-04-20T23:14:55.618889+00:00,Nemo 2,53,eqwlth,Some people think that the government in Washingto...,1,4.0,317,1,318,,4
2026-04-20T23:14:55.618921+00:00,Nemo 2,53,affrmact,Some people say that because of past discriminatio...,1,3.0,223,1,224,,3
2026-04-20T23:14:55.621794+00:00,Nemo 2,53,immjobs,There are different opinions about immigrants from...,1,3.0,225,1,226,,3
2026-04-20T23:14:56.134865+00:00,Nemo 2,53,grass,Do you think the use of marijuana should be made l...,1,1.0,176,2,178,,1
2026-04-20T23:14:56.144375+00:00,Nemo 2,53,fepresch,Please read the following statement and indicate w...,1,3.0,197,1,198,,3
2026-04-20T23:14:56.144426+00:00,Nemo 2,53,immcrime,There are different opinions about immigrants from...,1,3.0,220,1,221,,3
2026-04-20T23:14:56.629002+00:00,Nemo 2,53,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,195,1,196,,2
2026-04-20T23:14:56.634926+00:00,Nemo 2,53,spkrac,Consider a person who believes that Black people a...,1,2.0,194,1,195,,2
2026-04-20T23:14:56.650958+00:00,Nemo 2,53,confed,I am going to name some institutions in this count...,1,2.0,210,1,211,,2
2026-04-20T23:14:56.658081+00:00,Nemo 2,53,god,Tell me which statement comes closest to expressin...,1,3.0,352,1,353,,3
2026-04-20T23:14:56.725726+00:00,Nemo 2,53,colrac,Consider a person who believes that Black people a...,1,2.0,182,1,183,,2
2026-04-20T23:14:56.746791+00:00,Nemo 2,53,colath,There are always some people whose ideas are consi...,1,1.0,198,1,199,,1
2026-04-20T23:14:56.795092+00:00,Nemo 2,53,bible,Which of these statements comes closest to describ...,1,2.0,295,1,296,,2
2026-04-20T23:14:56.988287+00:00,Nemo 2,53,natsci,"We are faced with many problems in this country, n...",1,1.0,240,1,241,,1
2026-04-20T23:14:56.991283+00:00,Nemo 2,53,natenvir,"We are faced with many problems in this country, n...",1,1.0,243,1,244,,1
2026-04-20T23:14:56.991295+00:00,Nemo 2,53,natspac,"We are faced with many problems in this country, n...",1,1.0,241,1,242,,1
2026-04-20T23:14:56.991299+00:00,Nemo 2,53,consci,I am going to name some institutions in this count...,1,2.0,207,1,208,,2
2026-04-20T23:14:56.993153+00:00,Nemo 2,53,conpress,I am going to name some institutions in this count...,1,2.0,206,1,207,,2
2026-04-20T23:14:57.508025+00:00,Nemo 2,53,natsoc,"We are faced with many problems in this country, n...",1,1.0,239,1,240,,1
2026-04-20T23:14:57.511625+00:00,Nemo 2,53,coneduc,I am going to name some institutions in this count...,1,2.0,205,1,206,,2
2026-04-20T23:14:57.517999+00:00,Nemo 2,53,natheal,"We are faced with many problems in this country, n...",1,1.0,245,1,246,,1
2026-04-20T23:14:57.518047+00:00,Nemo 2,53,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,194,2,196,,2
2026-04-20T23:14:57.523844+00:00,Nemo 2,53,nataid,"We are faced with many problems in this country, n...",1,1.0,248,2,250,,1
2026-04-20T23:14:57.523869+00:00,Nemo 2,53,natroad,"We are faced with many problems in this country, n...",1,1.0,241,1,242,,1
2026-04-20T23:14:57.657107+00:00,Nemo 2,53,nateduc,"We are faced with many problems in this country, n...",1,1.0,253,2,255,,1
2026-04-20T23:14:58.560775+00:00,Nemo 2,53,conbus,I am going to name some institutions in this count...,1,2.0,206,1,207,,2
2026-04-20T23:14:58.565024+00:00,Nemo 2,53,fair,Do you think most people would try to take advanta...,1,3.0,187,1,188,,3
2026-04-20T23:14:58.577957+00:00,Nemo 2,53,conlegis,I am going to name some institutions in this count...,1,3.0,205,1,206,,3
2026-04-20T23:14:58.578542+00:00,Nemo 2,53,conmedic,I am going to name some institutions in this count...,1,2.0,205,1,206,,2
2026-04-20T23:14:58.629439+00:00,Nemo 2,53,helpful,Would you say that most of the time people try to ...,1,1.0,184,1,185,,1
2026-04-20T23:14:58.735502+00:00,Nemo 2,53,confinan,I am going to name some institutions in this count...,1,2.0,208,1,209,,2
2026-04-20T23:14:58.740408+00:00,Nemo 2,53,trust,"Generally speaking, would you say that most people...",1,1.0,183,1,184,,1
2026-04-20T23:14:58.741318+00:00,Nemo 2,53,conarmy,I am going to name some institutions in this count...,1,2.0,205,1,206,,2
2026-04-20T23:14:59.088640+00:00,Nemo 2,53,satfin,We are interested in how people are getting along ...,1,1.0,207,2,209,,1
2026-04-20T23:14:59.176556+00:00,Nemo 2,53,getahead,Some people say that people get ahead by their own...,1,1.0,197,1,198,,1
2026-04-20T23:14:59.223004+00:00,Nemo 2,53,satjob,"On the whole, how satisfied are you with the work ...",1,3.0,199,1,200,,3
2026-04-20T23:14:59.609637+00:00,Nemo 2,681,cappun,Do you favor or oppose the death penalty for perso...,1,2.0,161,1,162,,2
2026-04-20T23:14:59.612068+00:00,Nemo 2,681,abrape,Please tell me whether or not you think it should ...,1,1.0,185,2,187,,1
2026-04-20T23:14:59.621991+00:00,Nemo 2,53,finalter,"During the last few years, has your financial situ...",1,2.0,180,1,181,,2
2026-04-20T23:14:59.625217+00:00,Nemo 2,53,richwork,If you were to get enough money to live as comfort...,1,1.0,184,1,185,,1
2026-04-20T23:14:59.708496+00:00,Nemo 2,681,abdefect,Please tell me whether or not you think it should ...,1,1.0,179,1,180,,1
2026-04-20T23:14:59.779670+00:00,Nemo 2,681,abhlth,Please tell me whether or not you think it should ...,1,1.0,179,1,180,,1
2026-04-20T23:14:59.883489+00:00,Nemo 2,681,gunlaw,Would you favor or oppose a law which would requir...,1,1.0,173,1,174,,1
2026-04-20T23:14:59.886438+00:00,Nemo 2,681,homosex,What is your opinion about sexual relations betwee...,1,4.0,198,1,199,,4
2026-04-20T23:14:59.905527+00:00,Nemo 2,681,xmarsex,What is your opinion about a married person having...,1,4.0,199,1,200,,4
2026-04-20T23:14:59.931210+00:00,Nemo 2,681,grass,Do you think the use of marijuana should be made l...,1,2.0,164,1,165,,2
2026-04-20T23:15:00.329444+00:00,Nemo 2,681,affrmact,Some people say that because of past discriminatio...,1,1.0,220,1,221,,1
2026-04-20T23:15:00.332783+00:00,Nemo 2,681,fechld,To what extent do you you agree or disagree that: ...,1,1.0,195,1,196,,1
2026-04-20T23:15:00.335623+00:00,Nemo 2,681,pornlaw,Which of these statements comes closest to your fe...,1,3.0,254,1,255,,3
2026-04-20T23:15:00.340889+00:00,Nemo 2,681,fefam,Please read the following statement and indicate w...,1,4.0,208,1,209,,4
2026-04-20T23:15:00.340911+00:00,Nemo 2,681,abpoor,Please tell me whether or not you think it should ...,1,1.0,181,1,182,,1
2026-04-20T23:15:00.388597+00:00,Nemo 2,681,premarsx,If a man and woman have sexual relations before ma...,1,4.0,194,1,195,,4
2026-04-20T23:15:00.851816+00:00,Nemo 2,681,fepresch,Please read the following statement and indicate w...,1,4.0,194,1,195,,4
2026-04-20T23:15:01.376425+00:00,Nemo 2,681,eqwlth,Some people think that the government in Washingto...,1,4.0,314,1,315,,4
2026-04-20T23:15:01.380690+00:00,Nemo 2,681,immcrime,There are different opinions about immigrants from...,1,5.0,217,1,218,,5
2026-04-20T23:15:01.388973+00:00,Nemo 2,681,immjobs,There are different opinions about immigrants from...,1,3.0,222,1,223,,3
2026-04-20T23:15:01.389001+00:00,Nemo 2,681,immameco,There are different opinions about immigrants from...,1,2.0,219,1,220,,2
2026-04-20T23:15:01.389010+00:00,Nemo 2,681,spkath,There are always some people whose ideas are consi...,1,1.0,211,1,212,,1
2026-04-20T23:15:01.391710+00:00,Nemo 2,681,spkrac,Consider a person who believes that Black people a...,1,2.0,191,1,192,,2
2026-04-20T23:15:01.394213+00:00,Nemo 2,681,colrac,Consider a person who believes that Black people a...,1,2.0,179,1,180,,2
2026-04-20T23:15:01.912592+00:00,Nemo 2,681,colath,There are always some people whose ideas are consi...,1,1.0,195,1,196,,1
2026-04-20T23:15:01.926683+00:00,Nemo 2,681,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,192,1,193,,2
2026-04-20T23:15:02.238358+00:00,Nemo 2,681,conpress,I am going to name some institutions in this count...,1,2.0,203,1,204,,2
2026-04-20T23:15:02.244229+00:00,Nemo 2,681,bible,Which of these statements comes closest to describ...,1,2.0,292,1,293,,2
2026-04-20T23:15:02.244264+00:00,Nemo 2,681,consci,I am going to name some institutions in this count...,1,2.0,204,1,205,,2
2026-04-20T23:15:02.343838+00:00,Nemo 2,681,natspac,"We are faced with many problems in this country, n...",1,1.0,238,1,239,,1
2026-04-20T23:15:02.515148+00:00,Nemo 2,681,natenvir,"We are faced with many problems in this country, n...",1,1.0,240,1,241,,1
2026-04-20T23:15:02.948927+00:00,Nemo 2,681,confed,I am going to name some institutions in this count...,1,2.0,216,2,218,,2
2026-04-20T23:15:02.951145+00:00,Nemo 2,681,nateduc,"We are faced with many problems in this country, n...",1,1.0,241,1,242,,1
2026-04-20T23:15:02.953199+00:00,Nemo 2,681,natheal,"We are faced with many problems in this country, n...",1,1.0,242,1,243,,1
2026-04-20T23:15:02.955181+00:00,Nemo 2,681,nataid,"We are faced with many problems in this country, n...",1,1.0,245,2,247,,1
2026-04-20T23:15:02.957528+00:00,Nemo 2,681,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,,191,5,196,Could not parse answer: Answer: 2,Answer: 2
2026-04-20T23:15:02.960772+00:00,Nemo 2,681,natsci,"We are faced with many problems in this country, n...",1,1.0,237,1,238,,1
2026-04-20T23:15:03.472410+00:00,Nemo 2,681,god,Tell me which statement comes closest to expressin...,1,4.0,349,1,350,,4
2026-04-20T23:15:03.474813+00:00,Nemo 2,681,natroad,"We are faced with many problems in this country, n...",1,2.0,238,1,239,,2
2026-04-20T23:15:04.005934+00:00,Nemo 2,681,conbus,I am going to name some institutions in this count...,1,2.0,203,1,204,,2
2026-04-20T23:15:04.012105+00:00,Nemo 2,681,conarmy,I am going to name some institutions in this count...,1,2.0,202,1,203,,2
2026-04-20T23:15:04.012200+00:00,Nemo 2,681,coneduc,I am going to name some institutions in this count...,1,2.0,202,1,203,,2
2026-04-20T23:15:04.012229+00:00,Nemo 2,681,trust,"Generally speaking, would you say that most people...",1,1.0,180,1,181,,1
2026-04-20T23:15:04.012268+00:00,Nemo 2,681,natsoc,"We are faced with many problems in this country, n...",1,3.0,236,1,237,,3
2026-04-20T23:15:04.012277+00:00,Nemo 2,681,conlegis,I am going to name some institutions in this count...,1,2.0,202,1,203,,2
2026-04-20T23:15:04.523390+00:00,Nemo 2,681,conmedic,I am going to name some institutions in this count...,1,2.0,200,2,202,,2
2026-04-20T23:15:04.523990+00:00,Nemo 2,681,confinan,I am going to name some institutions in this count...,1,2.0,205,1,206,,2
2026-04-20T23:15:05.052796+00:00,Nemo 2,681,finalter,"During the last few years, has your financial situ...",1,2.0,177,1,178,,2
2026-04-20T23:15:05.055547+00:00,Nemo 2,681,satjob,"On the whole, how satisfied are you with the work ...",1,3.0,196,1,197,,3
2026-04-20T23:15:05.055574+00:00,Nemo 2,681,satfin,We are interested in how people are getting along ...,1,1.0,206,1,207,,1
2026-04-20T23:15:05.070366+00:00,Nemo 2,681,getahead,Some people say that people get ahead by their own...,1,2.0,194,1,195,,2
2026-04-20T23:15:05.070386+00:00,Nemo 2,1377,abhlth,Please tell me whether or not you think it should ...,1,1.0,170,1,171,,1
2026-04-20T23:15:05.070391+00:00,Nemo 2,681,richwork,If you were to get enough money to live as comfort...,1,2.0,181,1,182,,2
2026-04-20T23:15:05.078098+00:00,Nemo 2,681,helpful,Would you say that most of the time people try to ...,1,1.0,181,1,182,,1
2026-04-20T23:15:05.579949+00:00,Nemo 2,681,fair,Do you think most people would try to take advanta...,1,2.0,184,1,185,,2
2026-04-20T23:15:06.095993+00:00,Nemo 2,1377,gunlaw,Would you favor or oppose a law which would requir...,1,1.0,164,1,165,,1
2026-04-20T23:15:06.111530+00:00,Nemo 2,1377,cappun,Do you favor or oppose the death penalty for perso...,1,1.0,152,1,153,,1
2026-04-20T23:15:06.111558+00:00,Nemo 2,1377,xmarsex,What is your opinion about a married person having...,1,1.0,190,1,191,,1
2026-04-20T23:15:06.111566+00:00,Nemo 2,1377,abrape,Please tell me whether or not you think it should ...,1,2.0,167,1,168,,2
2026-04-20T23:15:06.111572+00:00,Nemo 2,1377,homosex,What is your opinion about sexual relations betwee...,1,1.0,189,1,190,,1
2026-04-20T23:15:06.111577+00:00,Nemo 2,1377,abdefect,Please tell me whether or not you think it should ...,1,1.0,170,1,171,,1
2026-04-20T23:15:06.111582+00:00,Nemo 2,1377,premarsx,If a man and woman have sexual relations before ma...,1,1.0,185,1,186,,1
2026-04-20T23:15:07.140362+00:00,Nemo 2,1377,grass,Do you think the use of marijuana should be made l...,1,2.0,155,1,156,,2
2026-04-20T23:15:07.143980+00:00,Nemo 2,1377,fechld,To what extent do you you agree or disagree that: ...,1,2.0,186,1,187,,2
2026-04-20T23:15:07.143993+00:00,Nemo 2,1377,eqwlth,Some people think that the government in Washingto...,1,6.0,305,1,306,,6
2026-04-20T23:15:07.147416+00:00,Nemo 2,1377,affrmact,Some people say that because of past discriminatio...,1,4.0,211,1,212,,4
2026-04-20T23:15:07.147432+00:00,Nemo 2,1377,fefam,Please read the following statement and indicate w...,1,4.0,199,1,200,,4
2026-04-20T23:15:07.467117+00:00,Nemo 2,1377,fepresch,Please read the following statement and indicate w...,1,1.0,194,2,196,,1
2026-04-20T23:15:07.519982+00:00,Nemo 2,1377,immameco,There are different opinions about immigrants from...,1,5.0,210,1,211,,5
2026-04-20T23:15:07.747735+00:00,Nemo 2,1377,spkath,There are always some people whose ideas are consi...,1,2.0,202,1,203,,2
2026-04-20T23:15:07.995339+00:00,Nemo 2,1377,colath,There are always some people whose ideas are consi...,1,2.0,186,1,187,,2
2026-04-20T23:15:07.996511+00:00,Nemo 2,1377,immjobs,There are different opinions about immigrants from...,1,4.0,213,1,214,,4
2026-04-20T23:15:07.996523+00:00,Nemo 2,1377,colrac,Consider a person who believes that Black people a...,1,2.0,170,1,171,,2
2026-04-20T23:15:08.262340+00:00,Nemo 2,1377,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,183,1,184,,2
2026-04-20T23:15:08.264398+00:00,Nemo 2,1377,spkrac,Consider a person who believes that Black people a...,1,2.0,191,2,193,,2
2026-04-20T23:15:08.520841+00:00,Nemo 2,1377,god,Tell me which statement comes closest to expressin...,1,3.0,340,1,341,,3
2026-04-20T23:15:08.523044+00:00,Nemo 2,1377,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,173,1,174,,2
2026-04-20T23:15:08.523067+00:00,Nemo 2,1377,immcrime,There are different opinions about immigrants from...,1,4.0,217,2,219,,4
2026-04-20T23:15:08.525577+00:00,Nemo 2,1377,conpress,I am going to name some institutions in this count...,1,2.0,194,1,195,,2
2026-04-20T23:15:08.681566+00:00,Nemo 2,1377,confed,I am going to name some institutions in this count...,1,2.0,198,1,199,,2
2026-04-20T23:15:08.800372+00:00,Nemo 2,1377,bible,Which of these statements comes closest to describ...,1,1.0,292,2,294,,1
2026-04-20T23:15:09.043736+00:00,Nemo 2,1377,consci,I am going to name some institutions in this count...,1,3.0,195,1,196,,3
2026-04-20T23:15:09.050146+00:00,Nemo 2,1377,natspac,"We are faced with many problems in this country, n...",1,3.0,229,1,230,,3
2026-04-20T23:15:09.050171+00:00,Nemo 2,1377,natenvir,"We are faced with many problems in this country, n...",1,2.0,231,1,232,,2
2026-04-20T23:15:09.056644+00:00,Nemo 2,1377,nataid,"We are faced with many problems in this country, n...",1,3.0,227,1,228,,3
2026-04-20T23:15:09.395250+00:00,Nemo 2,1377,natsoc,"We are faced with many problems in this country, n...",1,3.0,227,1,228,,3
2026-04-20T23:15:09.593182+00:00,Nemo 2,1377,natsci,"We are faced with many problems in this country, n...",1,1.0,237,2,239,,1
2026-04-20T23:15:09.593198+00:00,Nemo 2,1377,abpoor,Please tell me whether or not you think it should ...,1,1.0,181,2,183,,1
2026-04-20T23:15:09.595767+00:00,Nemo 2,1377,natroad,"We are faced with many problems in this country, n...",1,1.0,229,1,230,,1
2026-04-20T23:15:09.602730+00:00,Nemo 2,1377,natheal,"We are faced with many problems in this country, n...",1,2.0,231,2,233,,2
2026-04-20T23:15:09.654877+00:00,Nemo 2,1377,coneduc,I am going to name some institutions in this count...,1,2.0,193,1,194,,2
2026-04-20T23:15:09.828585+00:00,Nemo 2,1377,conbus,I am going to name some institutions in this count...,1,2.0,194,1,195,,2
2026-04-20T23:15:10.291042+00:00,Nemo 2,1377,nateduc,"We are faced with many problems in this country, n...",1,1.0,232,1,233,,1
2026-04-20T23:15:10.296122+00:00,Nemo 2,1377,conmedic,I am going to name some institutions in this count...,1,2.0,193,1,194,,2
2026-04-20T23:15:10.299738+00:00,Nemo 2,1377,conlegis,I am going to name some institutions in this count...,1,3.0,193,1,194,,3
2026-04-20T23:15:10.303159+00:00,Nemo 2,1377,conarmy,I am going to name some institutions in this count...,1,3.0,193,1,194,,3
2026-04-20T23:15:10.812408+00:00,Nemo 2,1377,fair,Do you think most people would try to take advanta...,1,1.0,175,1,176,,1
2026-04-20T23:15:10.821923+00:00,Nemo 2,1377,helpful,Would you say that most of the time people try to ...,1,3.0,172,1,173,,3
2026-04-20T23:15:10.821972+00:00,Nemo 2,1377,satfin,We are interested in how people are getting along ...,1,2.0,197,1,198,,2
2026-04-20T23:15:11.344518+00:00,Nemo 2,1377,richwork,If you were to get enough money to live as comfort...,1,2.0,172,1,173,,2
2026-04-20T23:15:11.440616+00:00,Nemo 2,1238,abhlth,Please tell me whether or not you think it should ...,1,1.0,164,1,165,,1
2026-04-20T23:15:11.867463+00:00,Nemo 2,1377,trust,"Generally speaking, would you say that most people...",1,1.0,180,2,182,,1
2026-04-20T23:15:11.867972+00:00,Nemo 2,1377,pornlaw,Which of these statements comes closest to your fe...,1,2.0,254,2,256,,2
2026-04-20T23:15:11.867995+00:00,Nemo 2,1377,satjob,"On the whole, how satisfied are you with the work ...",1,3.0,187,1,188,,3
2026-04-20T23:15:11.874234+00:00,Nemo 2,1238,abpoor,Please tell me whether or not you think it should ...,1,1.0,166,1,167,,1
2026-04-20T23:15:11.877305+00:00,Nemo 2,1377,getahead,Some people say that people get ahead by their own...,1,1.0,194,2,196,,1
2026-04-20T23:15:11.881385+00:00,Nemo 2,1377,confinan,I am going to name some institutions in this count...,1,2.0,205,2,207,,2
2026-04-20T23:15:11.881400+00:00,Nemo 2,1377,finalter,"During the last few years, has your financial situ...",1,3.0,177,2,179,,3
2026-04-20T23:15:12.381693+00:00,Nemo 2,1238,abrape,Please tell me whether or not you think it should ...,1,1.0,161,1,162,,1
2026-04-20T23:15:12.917571+00:00,Nemo 2,1238,xmarsex,What is your opinion about a married person having...,1,1.0,184,1,185,,1
2026-04-20T23:15:12.917936+00:00,Nemo 2,1238,grass,Do you think the use of marijuana should be made l...,1,1.0,149,1,150,,1
2026-04-20T23:15:12.917954+00:00,Nemo 2,1238,homosex,What is your opinion about sexual relations betwee...,1,4.0,183,1,184,,4
2026-04-20T23:15:13.437305+00:00,Nemo 2,1238,fepresch,Please read the following statement and indicate w...,1,3.0,179,1,180,,3
2026-04-20T23:15:13.444620+00:00,Nemo 2,1238,pornlaw,Which of these statements comes closest to your fe...,1,2.0,239,1,240,,2
2026-04-20T23:15:13.444657+00:00,Nemo 2,1238,fefam,Please read the following statement and indicate w...,1,2.0,193,1,194,,2
2026-04-20T23:15:13.444667+00:00,Nemo 2,1238,fechld,To what extent do you you agree or disagree that: ...,1,2.0,180,1,181,,2
2026-04-20T23:15:13.444674+00:00,Nemo 2,1238,premarsx,If a man and woman have sexual relations before ma...,1,1.0,179,1,180,,1
2026-04-20T23:15:13.448104+00:00,Nemo 2,1238,cappun,Do you favor or oppose the death penalty for perso...,1,1.0,146,1,147,,1
2026-04-20T23:15:13.450462+00:00,Nemo 2,1238,abdefect,Please tell me whether or not you think it should ...,1,1.0,164,1,165,,1
2026-04-20T23:15:14.000531+00:00,Nemo 2,1238,affrmact,Some people say that because of past discriminatio...,1,3.0,205,1,206,,3
2026-04-20T23:15:14.001871+00:00,Nemo 2,1238,colath,There are always some people whose ideas are consi...,1,2.0,180,1,181,,2
2026-04-20T23:15:14.447920+00:00,Nemo 2,1238,spkath,There are always some people whose ideas are consi...,1,2.0,196,1,197,,2
2026-04-20T23:15:14.453222+00:00,Nemo 2,1238,eqwlth,Some people think that the government in Washingto...,1,3.0,299,1,300,,3
2026-04-20T23:15:14.460874+00:00,Nemo 2,1238,immameco,There are different opinions about immigrants from...,1,2.0,204,1,205,,2
2026-04-20T23:15:14.472641+00:00,Nemo 2,1238,immjobs,There are different opinions about immigrants from...,1,2.0,207,1,208,,2
2026-04-20T23:15:14.525357+00:00,Nemo 2,1238,immcrime,There are different opinions about immigrants from...,1,,202,8,210,Could not parse answer: Neither agree nor disagree - 3,Neither agree nor disagree - 3
2026-04-20T23:15:14.834006+00:00,Nemo 2,1238,spkrac,Consider a person who believes that Black people a...,1,2.0,176,1,177,,2
2026-04-20T23:15:14.949665+00:00,Nemo 2,1238,colrac,Consider a person who believes that Black people a...,1,2.0,164,1,165,,2
2026-04-20T23:15:15.019649+00:00,Nemo 2,1238,god,Tell me which statement comes closest to expressin...,1,5.0,334,1,335,,5
2026-04-20T23:15:15.054883+00:00,Nemo 2,1238,bible,Which of these statements comes closest to describ...,1,2.0,277,1,278,,2
2026-04-20T23:15:15.055136+00:00,Nemo 2,1238,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,167,1,168,,2
2026-04-20T23:15:15.061753+00:00,Nemo 2,1238,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,177,1,178,,2
2026-04-20T23:15:15.072279+00:00,Nemo 2,1238,conpress,I am going to name some institutions in this count...,1,2.0,188,1,189,,2
2026-04-20T23:15:15.531218+00:00,Nemo 2,1238,nataid,"We are faced with many problems in this country, n...",1,2.0,221,1,222,,2
2026-04-20T23:15:15.547348+00:00,Nemo 2,1238,consci,I am going to name some institutions in this count...,1,2.0,189,1,190,,2
2026-04-20T23:15:15.664452+00:00,Nemo 2,1238,gunlaw,Would you favor or oppose a law which would requir...,1,2.0,167,2,169,,2
2026-04-20T23:15:16.055528+00:00,Nemo 2,1238,natheal,"We are faced with many problems in this country, n...",1,2.0,227,1,228,,2
2026-04-20T23:15:16.062744+00:00,Nemo 2,1238,nateduc,"We are faced with many problems in this country, n...",1,2.0,226,1,227,,2
2026-04-20T23:15:16.068058+00:00,Nemo 2,1238,natsci,"We are faced with many problems in this country, n...",1,1.0,222,1,223,,1
2026-04-20T23:15:16.068087+00:00,Nemo 2,1238,natenvir,"We are faced with many problems in this country, n...",1,1.0,225,1,226,,1
2026-04-20T23:15:16.068096+00:00,Nemo 2,1238,natroad,"We are faced with many problems in this country, n...",1,1.0,223,1,224,,1
2026-04-20T23:15:16.584057+00:00,Nemo 2,1238,natsoc,"We are faced with many problems in this country, n...",1,1.0,221,1,222,,1
2026-04-20T23:15:16.585848+00:00,Nemo 2,1238,natspac,"We are faced with many problems in this country, n...",1,2.0,232,2,234,,2
2026-04-20T23:15:16.914182+00:00,Nemo 2,1238,coneduc,I am going to name some institutions in this count...,1,2.0,187,1,188,,2
2026-04-20T23:15:16.915045+00:00,Nemo 2,1238,conlegis,I am going to name some institutions in this count...,1,2.0,187,1,188,,2
2026-04-20T23:15:16.915059+00:00,Nemo 2,1238,trust,"Generally speaking, would you say that most people...",1,1.0,165,1,166,,1
2026-04-20T23:15:16.958240+00:00,Nemo 2,1238,conbus,I am going to name some institutions in this count...,1,2.0,188,1,189,,2
2026-04-20T23:15:17.431980+00:00,Nemo 2,1238,fair,Do you think most people would try to take advanta...,1,3.0,169,1,170,,3
2026-04-20T23:15:17.436939+00:00,Nemo 2,1238,helpful,Would you say that most of the time people try to ...,1,1.0,166,1,167,,1
2026-04-20T23:15:17.440332+00:00,Nemo 2,1238,finalter,"During the last few years, has your financial situ...",1,2.0,162,1,163,,2
2026-04-20T23:15:17.452516+00:00,Nemo 2,1238,satfin,We are interested in how people are getting along ...,1,1.0,191,1,192,,1
2026-04-20T23:15:17.452539+00:00,Nemo 2,1238,conmedic,I am going to name some institutions in this count...,1,2.0,196,2,198,,2
2026-04-20T23:15:17.452547+00:00,Nemo 2,1238,conarmy,I am going to name some institutions in this count...,1,2.0,187,1,188,,2
2026-04-20T23:15:17.524922+00:00,Nemo 2,1238,confinan,I am going to name some institutions in this count...,1,2.0,190,1,191,,2
2026-04-20T23:15:18.124169+00:00,Nemo 2,204,abpoor,Please tell me whether or not you think it should ...,1,2.0,176,1,177,,2
2026-04-20T23:15:18.155399+00:00,Nemo 2,1238,satjob,"On the whole, how satisfied are you with the work ...",1,2.0,181,1,182,,2
2026-04-20T23:15:18.162765+00:00,Nemo 2,204,abhlth,Please tell me whether or not you think it should ...,1,1.0,174,1,175,,1
2026-04-20T23:15:18.500300+00:00,Nemo 2,1238,richwork,If you were to get enough money to live as comfort...,1,1.0,166,1,167,,1
2026-04-20T23:15:18.501133+00:00,Nemo 2,1238,getahead,Some people say that people get ahead by their own...,1,1.0,179,1,180,,1
2026-04-20T23:15:18.501148+00:00,Nemo 2,204,abdefect,Please tell me whether or not you think it should ...,1,2.0,174,1,175,,2
2026-04-20T23:15:18.717427+00:00,Nemo 2,204,abrape,Please tell me whether or not you think it should ...,1,2.0,171,1,172,,2
2026-04-20T23:15:18.808923+00:00,Nemo 2,204,pornlaw,Which of these statements comes closest to your fe...,1,1.0,249,1,250,,1
2026-04-20T23:15:18.808941+00:00,Nemo 2,204,homosex,What is your opinion about sexual relations betwee...,1,1.0,193,1,194,,1
2026-04-20T23:15:18.809927+00:00,Nemo 2,1238,confed,I am going to name some institutions in this count...,1,,201,9,210,"Could not parse answer: Option 2, ""Only some""","Option 2, ""Only some"""
