timestamp,model,chain_model,prompt_mode,persona_id,variable,question_short,run,answer,prompt_tokens,completion_tokens,total_tokens,error,raw_response
2026-04-27T14:46:19.025516+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,colrac,Consider a person who believes that Black people a...,1,2.0,208,1,209,,2
2026-04-27T14:46:19.061063+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,nataid,"We are faced with many problems in this country, n...",1,3.0,265,1,266,,3
2026-04-27T14:46:19.064859+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,confed,I am going to name some institutions in this count...,1,2.0,236,1,237,,2
2026-04-27T14:46:19.122098+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,natspac,"We are faced with many problems in this country, n...",1,2.0,267,1,268,,2
2026-04-27T14:46:19.142159+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,consci,I am going to name some institutions in this count...,1,2.0,233,1,234,,2
2026-04-27T14:46:19.301678+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,nateduc,"We are faced with many problems in this country, n...",1,2.0,268,2,270,,2
2026-04-27T14:46:19.437097+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,natsci,"We are faced with many problems in this country, n...",1,2.0,266,1,267,,2
2026-04-27T14:46:19.538625+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,natenvir,"We are faced with many problems in this country, n...",1,3.0,267,2,269,,3
2026-04-27T14:46:19.552575+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,natheal,"We are faced with many problems in this country, n...",1,2.0,269,2,271,,2
2026-04-27T14:46:19.582833+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,natroad,"We are faced with many problems in this country, n...",1,2.0,265,2,267,,2
2026-04-27T14:46:19.695469+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,conbus,I am going to name some institutions in this count...,1,2.0,230,2,232,,2
2026-04-27T14:46:19.742722+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,conlegis,I am going to name some institutions in this count...,1,2.0,231,1,232,,2
2026-04-27T14:46:20.053554+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,natsoc,"We are faced with many problems in this country, n...",1,1.0,263,2,265,,1
2026-04-27T14:46:20.210456+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,helpful,Would you say that most of the time people try to ...,1,1.0,208,2,210,,1
2026-04-27T14:46:20.271267+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,confinan,I am going to name some institutions in this count...,1,2.0,232,2,234,,2
2026-04-27T14:46:20.307959+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,fair,Do you think most people would try to take advanta...,1,2.0,213,1,214,,2
2026-04-27T14:46:20.528608+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,conmedic,I am going to name some institutions in this count...,1,2.0,229,2,231,,2
2026-04-27T14:46:20.576756+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,satfin,We are interested in how people are getting along ...,1,1.0,233,2,235,,1
2026-04-27T14:46:20.746390+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,conarmy,I am going to name some institutions in this count...,1,1.0,229,2,231,,1
2026-04-27T14:46:20.884975+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,trust,"Generally speaking, would you say that most people...",1,2.0,207,2,209,,2
2026-04-27T14:46:20.937576+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,abhlth,Please tell me whether or not you think it should ...,1,1.0,204,1,205,,1
2026-04-27T14:46:20.977473+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,richwork,If you were to get enough money to live as comfort...,1,1.0,208,2,210,,1
2026-04-27T14:46:21.024009+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,satjob,"On the whole, how satisfied are you with the work ...",1,1.0,223,2,225,,1
2026-04-27T14:46:21.197663+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,getahead,Some people say that people get ahead by their own...,1,2.0,221,2,223,,2
2026-04-27T14:46:21.217573+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,abdefect,Please tell me whether or not you think it should ...,1,1.0,204,1,205,,1
2026-04-27T14:46:21.455747+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,gunlaw,Would you favor or oppose a law which would requir...,1,1.0,196,2,198,,1
2026-04-27T14:46:21.650233+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,cappun,Do you favor or oppose the death penalty for perso...,1,2.0,184,2,186,,2
2026-04-27T14:46:21.655477+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,abpoor,Please tell me whether or not you think it should ...,1,1.0,204,2,206,,1
2026-04-27T14:46:21.665159+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,finalter,"During the last few years, has your financial situ...",1,2.0,204,2,206,,2
2026-04-27T14:46:21.820100+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,homosex,What is your opinion about sexual relations betwee...,1,4.0,221,2,223,,4
2026-04-27T14:46:21.859182+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,abrape,Please tell me whether or not you think it should ...,1,1.0,201,1,202,,1
2026-04-27T14:46:21.927762+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,pornlaw,Which of these statements comes closest to your fe...,1,2.0,279,1,280,,2
2026-04-27T14:46:22.227338+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,fefam,Please read the following statement and indicate w...,1,2.0,233,1,234,,2
2026-04-27T14:46:22.249818+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,affrmact,Some people say that because of past discriminatio...,1,,245,6,251,Non-numeric answer: Not strongly favor - 2,Not strongly favor - 2
2026-04-27T14:46:22.422232+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,xmarsex,What is your opinion about a married person having...,1,2.0,222,2,224,,2
2026-04-27T14:46:22.495179+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,fepresch,Please read the following statement and indicate w...,1,3.0,219,1,220,,3
2026-04-27T14:46:22.545113+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,immjobs,There are different opinions about immigrants from...,1,3.0,247,1,248,,3
2026-04-27T14:46:22.633230+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,premarsx,If a man and woman have sexual relations before ma...,1,3.0,217,2,219,,3
2026-04-27T14:46:22.653205+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,immcrime,There are different opinions about immigrants from...,1,2.0,242,1,243,,2
2026-04-27T14:46:22.713791+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,eqwlth,Some people think that the government in Washingto...,1,4.0,337,2,339,,4
2026-04-27T14:46:22.797638+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,spkath,There are always some people whose ideas are consi...,1,1.0,236,1,237,,1
2026-04-27T14:46:22.887946+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,colath,There are always some people whose ideas are consi...,1,1.0,220,1,221,,1
2026-04-27T14:46:22.889900+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,spkrac,Consider a person who believes that Black people a...,1,2.0,216,1,217,,2
2026-04-27T14:46:22.963663+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,immameco,There are different opinions about immigrants from...,1,2.0,242,2,244,,2
2026-04-27T14:46:22.972930+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,colrac,Consider a person who believes that Black people a...,1,2.0,204,1,205,,2
2026-04-27T14:46:23.085532+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,1.0,217,1,218,,1
2026-04-27T14:46:23.157824+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,god,Tell me which statement comes closest to expressin...,1,5.0,374,1,375,,5
2026-04-27T14:46:23.168888+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,207,1,208,,2
2026-04-27T14:46:23.220893+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1008,coneduc,I am going to name some institutions in this count...,1,1.0,240,2,242,,1
2026-04-27T14:46:23.461352+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,bible,Which of these statements comes closest to describ...,1,2.0,317,1,318,,2
2026-04-27T14:46:23.461392+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,confed,I am going to name some institutions in this count...,1,2.0,232,1,233,,2
2026-04-27T14:46:23.692036+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,nataid,"We are faced with many problems in this country, n...",1,2.0,259,2,261,,2
2026-04-27T14:46:23.696712+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,consci,I am going to name some institutions in this count...,1,2.0,229,1,230,,2
2026-04-27T14:46:23.708958+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,natspac,"We are faced with many problems in this country, n...",1,3.0,263,1,264,,3
2026-04-27T14:46:23.795621+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,conpress,I am going to name some institutions in this count...,1,2.0,226,2,228,,2
2026-04-27T14:46:23.959249+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,natsci,"We are faced with many problems in this country, n...",1,1.0,260,2,262,,1
2026-04-27T14:46:24.034739+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,natheal,"We are faced with many problems in this country, n...",1,2.0,267,1,268,,2
2026-04-27T14:46:24.068814+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,natroad,"We are faced with many problems in this country, n...",1,1.0,263,1,264,,1
2026-04-27T14:46:24.270476+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,nateduc,"We are faced with many problems in this country, n...",1,1.0,266,1,267,,1
2026-04-27T14:46:24.273375+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,natsoc,"We are faced with many problems in this country, n...",1,2.0,259,2,261,,2
2026-04-27T14:46:24.533981+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,confinan,I am going to name some institutions in this count...,1,2.0,228,2,230,,2
2026-04-27T14:46:24.540861+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,natenvir,"We are faced with many problems in this country, n...",1,1.0,263,2,265,,1
2026-04-27T14:46:24.622734+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,coneduc,I am going to name some institutions in this count...,1,3.0,225,2,227,,3
2026-04-27T14:46:24.696871+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,conbus,I am going to name some institutions in this count...,1,2.0,228,1,229,,2
2026-04-27T14:46:24.756541+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,conlegis,I am going to name some institutions in this count...,1,2.0,225,2,227,,2
2026-04-27T14:46:25.115304+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,conarmy,I am going to name some institutions in this count...,1,2.0,227,1,228,,2
2026-04-27T14:46:25.639140+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,satfin,We are interested in how people are getting along ...,1,2.0,231,1,232,,2
2026-04-27T14:46:25.688627+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,fechld,To what extent do you you agree or disagree that: ...,1,2.0,229,2,231,,2
2026-04-27T14:46:25.697726+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,helpful,Would you say that most of the time people try to ...,1,1.0,215,2,217,,1
2026-04-27T14:46:25.903001+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,getahead,Some people say that people get ahead by their own...,1,2.0,219,1,220,,2
2026-04-27T14:46:26.150701+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,richwork,If you were to get enough money to live as comfort...,1,1.0,206,1,207,,1
2026-04-27T14:46:26.624979+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,abrape,Please tell me whether or not you think it should ...,1,1.0,221,1,222,,1
2026-04-27T14:46:26.670043+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,satjob,"On the whole, how satisfied are you with the work ...",1,2.0,230,2,232,,2
2026-04-27T14:46:26.942009+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,abdefect,Please tell me whether or not you think it should ...,1,1.0,224,1,225,,1
2026-04-27T14:46:27.468217+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,abpoor,Please tell me whether or not you think it should ...,1,2.0,235,2,237,,2
2026-04-27T14:46:27.711122+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,cappun,Do you favor or oppose the death penalty for perso...,1,1.0,206,1,207,,1
2026-04-27T14:46:28.853833+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,homosex,What is your opinion about sexual relations betwee...,1,4.0,243,1,244,,4
2026-04-27T14:46:29.162929+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,premarsx,If a man and woman have sexual relations before ma...,1,2.0,239,1,240,,2
2026-04-27T14:46:30.142024+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,xmarsex,What is your opinion about a married person having...,1,2.0,244,1,245,,2
2026-04-27T14:46:30.255895+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,fair,Do you think most people would try to take advanta...,1,3.0,209,1,210,,3
2026-04-27T14:46:30.427468+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,conmedic,I am going to name some institutions in this count...,1,2.0,227,1,228,,2
2026-04-27T14:46:30.568950+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,trust,"Generally speaking, would you say that most people...",1,2.0,205,1,206,,2
2026-04-27T14:46:30.600681+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,finalter,"During the last few years, has your financial situ...",1,3.0,202,1,203,,3
2026-04-27T14:46:30.662912+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,fechld,To what extent do you you agree or disagree that: ...,1,2.0,240,1,241,,2
2026-04-27T14:46:30.783377+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,pornlaw,Which of these statements comes closest to your fe...,1,2.0,299,1,300,,2
2026-04-27T14:46:31.390078+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,fepresch,Please read the following statement and indicate w...,1,4.0,248,2,250,,4
2026-04-27T14:46:31.396186+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,abhlth,Please tell me whether or not you think it should ...,1,1.0,224,1,225,,1
2026-04-27T14:46:31.667218+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,immcrime,There are different opinions about immigrants from...,1,3.0,262,1,263,,3
2026-04-27T14:46:31.919085+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,immjobs,There are different opinions about immigrants from...,1,3.0,265,2,267,,3
2026-04-27T14:46:31.969049+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,immameco,There are different opinions about immigrants from...,1,2.0,264,1,265,,2
2026-04-27T14:46:32.469436+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,gunlaw,Would you favor or oppose a law which would requir...,1,1.0,218,1,219,,1
2026-04-27T14:46:32.743833+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,spkrac,Consider a person who believes that Black people a...,1,2.0,236,1,237,,2
2026-04-27T14:46:32.803304+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1017,grass,Do you think the use of marijuana should be made l...,1,1.0,187,2,189,,1
2026-04-27T14:46:33.133925+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,colrac,Consider a person who believes that Black people a...,1,2.0,224,1,225,,2
2026-04-27T14:46:33.347315+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,affrmact,Some people say that because of past discriminatio...,1,3.0,265,1,266,,3
2026-04-27T14:46:35.645121+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,spkath,There are always some people whose ideas are consi...,1,1.0,265,2,267,,1
2026-04-27T14:46:36.064520+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,fefam,Please read the following statement and indicate w...,1,3.0,253,1,254,,3
2026-04-27T14:46:36.109966+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,grass,Do you think the use of marijuana should be made l...,1,1.0,209,1,210,,1
2026-04-27T14:46:36.372731+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,conpress,I am going to name some institutions in this count...,1,2.0,248,1,249,,2
2026-04-27T14:46:36.989410+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,1.0,227,1,228,,1
2026-04-27T14:46:37.441410+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,colath,There are always some people whose ideas are consi...,1,1.0,240,1,241,,1
2026-04-27T14:46:38.331022+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,1.0,237,1,238,,1
2026-04-27T14:46:39.061334+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,god,Tell me which statement comes closest to expressin...,1,2.0,394,1,395,,2
2026-04-27T14:46:39.554167+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,natenvir,"We are faced with many problems in this country, n...",1,1.0,285,1,286,,1
2026-04-27T14:46:40.441829+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,bible,Which of these statements comes closest to describ...,1,2.0,337,1,338,,2
2026-04-27T14:46:41.086940+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,natheal,"We are faced with many problems in this country, n...",1,2.0,287,1,288,,2
2026-04-27T14:46:42.127908+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,eqwlth,Some people think that the government in Washingto...,1,4.0,359,1,360,,4
2026-04-27T14:46:42.516073+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,nataid,"We are faced with many problems in this country, n...",1,2.0,281,1,282,,2
2026-04-27T14:46:42.582239+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,natsoc,"We are faced with many problems in this country, n...",1,2.0,281,1,282,,2
2026-04-27T14:46:42.801455+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,coneduc,I am going to name some institutions in this count...,1,3.0,247,1,248,,3
2026-04-27T14:46:42.975537+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,natspac,"We are faced with many problems in this country, n...",1,2.0,283,1,284,,2
2026-04-27T14:46:43.060295+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,conbus,I am going to name some institutions in this count...,1,2.0,248,1,249,,2
2026-04-27T14:46:43.174009+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,confinan,I am going to name some institutions in this count...,1,2.0,248,2,250,,2
2026-04-27T14:46:43.996056+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,natsci,"We are faced with many problems in this country, n...",1,2.0,282,1,283,,2
2026-04-27T14:46:45.597380+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,nateduc,"We are faced with many problems in this country, n...",1,1.0,286,1,287,,1
2026-04-27T14:46:46.610946+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,natroad,"We are faced with many problems in this country, n...",1,2.0,283,1,284,,2
2026-04-27T14:46:47.649322+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,consci,I am going to name some institutions in this count...,1,2.0,249,1,250,,2
2026-04-27T14:46:47.649979+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,confed,I am going to name some institutions in this count...,1,2.0,252,1,253,,2
2026-04-27T14:46:48.654316+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,conmedic,I am going to name some institutions in this count...,1,2.0,247,1,248,,2
2026-04-27T14:46:49.127351+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,getahead,Some people say that people get ahead by their own...,1,2.0,237,2,239,,2
2026-04-27T14:46:49.154181+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,conarmy,I am going to name some institutions in this count...,1,1.0,247,1,248,,1
2026-04-27T14:46:49.312822+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,helpful,Would you say that most of the time people try to ...,1,1.0,224,2,226,,1
2026-04-27T14:46:49.321957+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,fair,Do you think most people would try to take advanta...,1,2.0,227,2,229,,2
2026-04-27T14:46:49.419334+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,richwork,If you were to get enough money to live as comfort...,1,2.0,226,1,227,,2
2026-04-27T14:46:49.479668+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,trust,"Generally speaking, would you say that most people...",1,1.0,225,1,226,,1
2026-04-27T14:46:49.512424+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,finalter,"During the last few years, has your financial situ...",1,,220,3,223,Non-numeric answer: 3.,3.
2026-04-27T14:46:49.996452+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1038,abhlth,Please tell me whether or not you think it should ...,1,1.0,219,1,220,,1
2026-04-27T14:46:49.999939+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1038,abpoor,Please tell me whether or not you think it should ...,1,1.0,221,1,222,,1
2026-04-27T14:46:50.149012+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1022,satjob,"On the whole, how satisfied are you with the work ...",1,3.0,239,2,241,,3
2026-04-27T14:46:50.185817+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1038,abrape,Please tell me whether or not you think it should ...,1,2.0,216,1,217,,2
2026-04-27T14:46:50.408780+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1038,cappun,Do you favor or oppose the death penalty for perso...,1,1.0,201,1,202,,1
2026-04-27T14:46:50.439373+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1038,premarsx,If a man and woman have sexual relations before ma...,1,2.0,234,1,235,,2
2026-04-27T14:46:50.500564+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,3,1038,abdefect,Please tell me whether or not you think it should ...,1,1.0,217,2,219,,1
